aX,aY,aZ,gX,gY,gZ
-1.332,2.026,-0.977,63.538,246.826,16.663
-1.300,2.173,-1.148,38.086,225.098,-5.371
-1.211,2.375,-1.260,13.611,200.562,-30.640
-1.158,2.604,-1.232,-8.728,172.852,-59.143
-1.128,2.785,-1.188,-32.776,146.484,-92.712
-1.182,2.842,-1.156,-59.753,122.559,-131.287
-1.285,2.631,-1.120,-73.181,99.976,-176.575
-1.400,2.154,-1.124,-77.209,79.102,-222.717
-1.499,1.556,-1.104,-78.613,57.922,-263.550
-1.592,0.965,-0.971,-84.900,35.400,-295.227
-1.579,0.344,-0.838,-101.868,14.038,-317.749
-1.513,-0.434,-0.661,-126.038,-5.920,-333.435
-1.465,-1.188,-0.344,-151.001,-25.757,-340.088
-1.304,-2.119,-0.121,-165.344,-40.649,-337.402
-1.046,-3.002,0.066,-170.227,-50.659,-320.618
-0.756,-3.791,0.063,-153.625,-54.993,-290.588
-0.503,-4.000,-0.016,-126.343,-56.824,-248.474
-0.240,-4.000,-0.149,-102.295,-59.875,-196.594
-0.086,-4.000,-0.235,-87.463,-65.674,-139.954
0.021,-4.000,-0.242,-77.576,-74.219,-84.839
0.103,-4.000,-0.245,-72.205,-83.008,-32.837
0.154,-3.759,-0.199,-65.552,-91.309,11.963
0.161,-3.479,-0.075,-55.237,-99.426,50.293
0.167,-3.169,0.054,-44.678,-105.408,85.327
0.140,-2.802,0.138,-34.119,-109.314,116.760
0.124,-2.379,0.222,-21.423,-112.549,143.555
0.111,-1.966,0.373,-8.118,-116.150,164.612
0.094,-1.617,0.534,1.282,-118.591,181.396
0.107,-1.288,0.661,3.357,-119.446,195.312
0.086,-0.969,0.816,-1.221,-119.629,207.031
0.072,-0.581,1.010,-9.888,-119.141,216.980
0.087,-0.160,1.161,-13.611,-115.845,223.450
0.060,0.336,1.293,-13.550,-111.450,225.647
0.101,0.803,1.402,-13.123,-105.774,222.107
0.135,1.223,1.536,-16.174,-100.037,211.975
0.192,1.543,1.649,-22.827,-93.018,196.411
0.208,1.794,1.755,-37.598,-85.083,177.551
0.194,2.069,1.842,-56.213,-75.928,156.433
0.239,2.375,1.874,-65.735,-65.491,131.287
0.212,2.725,1.879,-66.406,-54.504,102.417
0.209,3.027,1.757,-57.434,-42.664,66.711
0.161,3.257,1.574,-49.316,-32.532,25.085
0.073,3.367,1.429,-36.926,-26.245,-21.851
-0.064,3.424,1.288,-28.809,-22.644,-72.327
-0.287,3.389,1.151,-23.926,-21.423,-124.817
-0.576,3.312,1.054,-22.339,-22.705,-177.612
-0.878,3.098,0.872,-27.344,-25.513,-230.774
-1.267,2.797,0.729,-54.688,-32.776,-279.419
-1.656,2.396,0.691,-87.402,-46.509,-325.684
-1.980,1.805,0.714,-116.882,-63.354,-367.493
-2.219,1.035,0.977,-143.311,-83.740,-402.771
-2.351,0.231,1.468,-167.480,-104.126,-427.246
-2.254,-0.618,2.034,-182.983,-117.981,-441.040
-2.045,-1.548,2.728,-192.078,-123.352,-443.787
-1.741,-2.513,3.375,-193.054,-117.004,-433.411
-1.342,-3.212,3.621,-189.514,-95.581,-407.104
-0.886,-3.729,3.615,-187.073,-67.139,-369.568
-0.633,-4.000,3.364,-165.283,-37.170,-327.087
-0.351,-4.000,2.808,-140.564,-7.324,-277.527
-0.183,-4.000,2.098,-113.892,15.991,-224.365
-0.101,-4.000,1.447,-91.431,28.564,-170.715
-0.052,-3.918,0.971,-74.890,29.236,-119.080
-0.044,-3.378,0.667,-63.660,22.095,-71.472
-0.036,-2.784,0.561,-49.805,10.925,-31.372
-0.033,-2.302,0.612,-30.579,-0.427,-2.747
-0.025,-1.924,0.744,-11.780,-9.216,17.822
-0.008,-1.556,0.883,2.136,-15.198,34.668
-0.022,-1.197,1.007,15.991,-18.127,46.997
-0.028,-0.856,1.101,29.236,-18.799,54.077
-0.016,-0.561,1.180,39.246,-17.883,56.580
-0.005,-0.343,1.245,45.105,-15.747,54.504
0.009,-0.193,1.285,47.852,-12.512,49.377
-0.010,-0.148,1.296,46.448,-7.996,42.114
0.008,-0.182,1.214,36.011,-3.418,35.217

-0.116,-1.003,1.341,18.982,44.189,63.049
-0.154,-0.955,1.170,19.897,49.927,73.486
-0.194,-0.904,0.929,18.250,54.077,82.764
-0.222,-0.864,0.732,20.081,53.894,90.637
-0.243,-0.821,0.597,24.597,50.293,97.229
-0.238,-0.787,0.497,29.175,44.800,103.149
-0.226,-0.804,0.437,32.288,38.147,108.032
-0.223,-0.843,0.408,33.691,31.006,113.281
-0.220,-0.846,0.333,33.142,24.780,119.385
-0.229,-0.819,0.218,30.823,18.799,126.404
-0.251,-0.775,0.071,26.428,11.902,133.789
-0.269,-0.663,-0.060,18.066,2.869,141.602
-0.272,-0.524,-0.171,6.287,-7.935,149.475
-0.270,-0.412,-0.263,-7.935,-20.264,155.823
-0.284,-0.333,-0.391,-22.583,-32.654,160.645
-0.294,-0.267,-0.536,-33.569,-45.715,165.039
-0.276,-0.186,-0.606,-39.001,-62.073,169.006
-0.258,-0.070,-0.543,-36.621,-80.811,171.387
-0.228,0.063,-0.419,-28.931,-98.389,171.692
-0.181,0.198,-0.305,-18.188,-112.671,169.678
-0.134,0.345,-0.122,-2.380,-125.977,164.124
-0.079,0.458,0.094,13.794,-138.000,155.518
-0.038,0.540,0.338,18.005,-148.010,144.958
0.004,0.552,0.566,8.606,-156.006,133.789
0.038,0.591,0.797,-6.897,-162.354,123.108
0.122,0.692,0.982,-21.057,-166.626,112.366
0.128,0.791,1.179,-32.104,-169.861,99.487
0.144,0.847,1.473,-38.086,-173.279,84.229
0.156,0.786,1.862,-40.100,-175.781,66.467
0.205,0.600,2.279,-40.649,-174.561,48.950
0.252,0.384,2.735,-44.189,-169.250,35.339
0.325,0.177,3.182,-50.171,-158.875,26.855
0.379,-0.004,3.567,-57.007,-142.639,22.278
0.395,-0.198,3.872,-61.401,-121.338,21.545
0.404,-0.327,4.000,-60.730,-96.069,23.865
0.406,-0.388,4.000,-43.457,-67.566,27.466
0.356,-0.456,4.000,-8.179,-37.109,30.884
0.283,-0.440,4.000,34.912,-6.104,35.645
0.204,-0.303,4.000,78.247,25.452,41.809
0.110,-0.106,4.000,115.234,57.068,48.401
-0.045,0.096,4.000,140.564,86.609,53.833
-0.173,0.250,4.000,153.687,113.586,57.800
-0.286,0.346,4.000,154.785,137.939,60.669
-0.421,0.369,3.983,147.766,161.499,62.744
-0.573,0.372,3.771,133.057,183.716,64.819
-0.694,0.407,3.548,114.624,203.918,67.322
-0.805,0.514,3.285,99.854,222.107,68.604
-0.907,0.582,2.956,93.933,239.319,66.528
-1.006,0.569,2.652,91.675,252.625,61.768
-1.086,0.545,2.408,87.708,263.245,57.251
-1.136,0.529,2.153,83.557,272.400,53.772
-1.197,0.516,1.917,80.261,280.945,51.086
-1.288,0.514,1.667,75.378,288.635,48.950
-1.346,0.464,1.302,70.496,296.387,46.570
-1.410,0.362,0.953,61.707,300.110,45.410
-1.419,0.278,0.657,47.119,297.913,46.265
-1.409,0.254,0.443,31.616,292.114,48.462
-1.370,0.282,0.300,20.020,284.302,51.086
-1.327,0.390,0.235,13.062,275.330,53.040
-1.279,0.562,0.268,10.254,266.602,52.856
-1.250,0.764,0.319,11.230,260.803,48.828
-1.234,0.963,0.274,15.869,259.399,40.466
-1.292,1.111,0.060,30.518,261.780,26.611
-1.199,1.076,-0.336,63.538,263.306,7.996
-1.192,1.136,-0.667,80.933,258.545,-6.165
-1.134,1.135,-0.941,84.778,247.253,-19.836
-1.090,1.164,-1.121,76.660,229.858,-31.799
-1.028,1.228,-1.234,52.917,208.374,-41.992
-1.027,1.346,-1.346,20.203,185.425,-52.368
-1.007,1.474,-1.511,-6.653,164.001,-66.467
-1.013,1.589,-1.676,-25.452,141.113,-85.205
-1.026,1.712,-1.826,-38.879,115.723,-108.093
-1.079,1.763,-2.045,-43.640,89.111,-135.742
-1.170,1.717,-2.231,-40.283,58.289,-168.091
-1.282,1.545,-2.380,-38.391,23.071,-202.637
-1.373,1.163,-2.418,-45.166,-16.174,-236.145
-1.496,0.572,-2.231,-54.993,-59.509,-266.235
-1.520,-0.207,-1.925,-72.388,-103.027,-288.696
-1.516,-0.987,-1.458,-106.628,-144.165,-297.729
-1.408,-1.755,-0.911,-146.118,-180.847,-292.419
-1.208,-2.493,-0.296,-177.002,-209.412,-274.414
-0.918,-3.175,0.333,-188.843,-226.440,-245.483
-0.484,-3.726,0.922,-181.641,-230.042,-206.787
-0.084,-4.000,1.508,-160.217,-223.022,-161.377
0.278,-4.000,1.993,-131.226,-205.078,-114.807
0.542,-4.000,2.217,-100.281,-176.514,-66.833
0.693,-4.000,2.140,-67.627,-143.127,-19.348
0.698,-4.000,1.813,-38.940,-111.572,28.320
0.556,-3.916,1.336,-23.010,-86.914,76.599
0.356,-3.463,0.892,-13.550,-72.754,121.033
0.122,-2.941,0.591,-0.793,-69.031,158.630
-0.085,-2.399,0.415,12.085,-73.242,189.331
-0.186,-1.850,0.389,18.921,-83.313,213.806
-0.236,-1.359,0.612,20.630,-97.595,232.239
-0.236,-0.922,0.987,17.639,-110.657,245.850
-0.207,-0.495,1.431,10.986,-118.286,255.737
-0.161,-0.093,1.867,2.136,-118.408,262.207
-0.128,0.319,2.253,-9.033,-111.511,265.076
-0.138,0.772,2.507,-23.865,-97.534,264.160
-0.165,1.330,2.627,-39.734,-78.735,258.423
-0.092,1.906,2.609,-47.302,-56.702,245.056
-0.051,2.414,2.434,-45.837,-34.424,221.375
-0.005,2.771,2.118,-41.687,-14.282,188.660
0.017,2.991,1.784,-39.246,-0.366,149.963
-0.017,3.185,1.419,-43.396,7.324,109.802
-0.002,3.277,1.072,-41.138,9.949,66.406
-0.027,3.465,0.845,-37.354,7.141,21.118
-0.103,3.544,0.723,-30.884,1.221,-27.405
-0.251,3.560,0.677,-24.902,-6.165,-80.627
-0.491,3.544,0.660,-28.809,-14.099,-134.583
-0.800,3.424,0.561,-35.400,-22.034,-190.186
-1.172,3.234,0.493,-42.664,-31.372,-246.338
-1.609,2.956,0.501,-50.537,-44.189,-300.842
-2.036,2.584,0.547,-62.988,-58.472,-353.210
-2.484,2.141,0.649,-83.435,-73.669,-400.452
-2.833,1.557,0.647,-108.826,-89.050,-441.956
-3.058,0.733,0.873,-138.000,-109.131,-476.135
-3.093,-0.267,1.503,-173.157,-134.644,-498.413
-2.875,-1.418,2.420,-209.106,-155.457,-505.371

-1.876,-3.639,4.000,-233.154,-146.912,-467.224
-1.248,-4.000,4.000,-202.820,-110.901,-423.706
-0.795,-4.000,3.740,-152.100,-65.369,-371.033
-0.476,-4.000,2.819,-110.168,-24.048,-310.486
-0.293,-4.000,1.874,-80.566,1.526,-246.155
-0.208,-4.000,1.094,-61.951,10.132,-181.946
-0.193,-3.789,0.616,-48.035,5.005,-124.146
-0.202,-3.178,0.415,-30.334,-7.751,-77.393
-0.196,-2.660,0.455,-9.155,-23.682,-41.443
-0.202,-2.226,0.666,6.165,-38.513,-13.489
-0.181,-1.812,0.940,15.442,-48.645,7.935
-0.146,-1.435,1.195,26.489,-53.284,23.254
-0.107,-1.116,1.378,37.903,-52.368,32.654
-0.084,-0.877,1.498,47.180,-47.974,37.109
-0.072,-0.675,1.581,49.316,-41.809,38.879
-0.050,-0.549,1.640,44.312,-34.363,39.001
-0.024,-0.512,1.705,32.104,-26.367,38.147
-0.005,-0.538,1.732,15.442,-17.212,37.170
0.001,-0.593,1.717,-0.427,-7.263,37.292
-0.019,-0.631,1.640,-12.756,2.502,39.124
-0.047,-0.621,1.465,-19.226,12.146,41.809
-0.087,-0.572,1.237,-20.020,19.836,44.800
-0.120,-0.495,1.032,-16.785,23.376,47.485
-0.125,-0.419,0.895,-11.108,23.071,49.683
-0.129,-0.382,0.823,-3.601,19.714,50.964
-0.128,-0.319,0.833,3.113,14.832,52.429
-0.094,-0.255,0.900,5.188,9.521,54.260
-0.059,-0.210,1.016,4.578,5.615,55.603
-0.036,-0.178,1.138,4.517,3.967,56.274
-0.054,-0.109,1.198,5.310,5.188,56.580
-0.043,0.034,1.143,4.211,8.606,56.641
-0.039,0.172,1.066,4.822,11.230,54.565
-0.033,0.268,1.011,6.897,11.963,49.377
-0.041,0.310,0.990,8.118,11.780,42.358
-0.033,0.314,0.956,9.338,11.414,34.424
-0.020,0.283,0.930,8.362,10.437,26.611
0.001,0.208,0.940,4.944,8.911,19.531
0.028,0.112,0.993,1.343,7.507,13.184
0.047,0.023,1.044,0.122,7.263,8.240
0.043,-0.059,1.048,0.977,9.155,4.517
0.024,-0.131,0.974,1.770,11.536,2.380
0.023,-0.145,0.829,-0.366,12.878,2.075
0.017,-0.161,0.770,-3.479,10.803,2.197
0.023,-0.193,0.798,-5.127,6.714,2.075
0.033,-0.214,0.868,-4.700,3.418,1.465
0.036,-0.221,0.954,-1.526,1.770,1.160
0.042,-0.253,1.015,2.136,1.526,1.221
0.047,-0.309,1.016,2.808,2.502,1.831
0.048,-0.337,1.019,0.916,2.991,3.662
0.054,-0.333,1.040,-0.854,3.662,6.104
0.056,-0.323,1.052,-1.038,4.639,7.874
0.038,-0.309,1.061,-0.122,5.981,9.094
-0.009,-0.258,1.055,1.404,7.324,10.254
-0.020,-0.194,0.922,2.136,9.583,11.108
-0.057,-0.149,0.758,1.526,9.766,11.169
-0.074,-0.111,0.714,0.854,5.188,10.376
-0.065,-0.092,0.789,0.427,-1.282,8.789
-0.036,-0.092,0.932,1.648,-6.348,6.653
-0.007,-0.091,1.090,3.296,-9.155,4.517
0.020,-0.097,1.188,3.479,-8.728,2.625
0.041,-0.144,1.223,2.991,-6.104,0.427
0.051,-0.203,1.225,1.465,-2.991,-0.793
0.055,-0.235,1.218,-1.465,-0.061,-0.793
0.053,-0.238,1.201,-3.418,2.625,-0.183
0.043,-0.245,1.181,-4.456,5.188,0.305
0.043,-0.286,1.152,-5.981,7.507,0.610
0.039,-0.339,1.074,-7.507,9.888,1.099
0.024,-0.352,0.975,-6.958,11.597,2.808
0.013,-0.321,0.905,-6.042,10.742,4.883
0.011,-0.289,0.897,-4.639,8.484,6.409
0.014,-0.266,0.942,-2.258,5.737,7.080
0.023,-0.251,1.002,0.061,3.906,6.958
0.032,-0.257,1.041,2.258,3.540,6.409
0.038,-0.279,1.041,2.991,4.395,6.287
0.029,-0.263,1.018,1.892,5.188,7.019
0.027,-0.207,0.991,0.366,5.432,8.240
0.033,-0.170,0.976,-0.671,5.066,8.240
0.034,-0.168,0.978,-1.221,4.517,7.202
0.037,-0.190,0.989,-1.526,3.967,5.920
0.030,-0.207,0.987,-0.732,3.784,5.249
0.021,-0.188,0.973,0.122,3.845,4.944
0.020,-0.153,0.950,1.465,3.540,4.822
0.018,-0.144,0.928,3.784,2.808,3.662
0.022,-0.173,0.935,5.188,1.587,2.319
0.029,-0.198,0.974,4.517,-0.122,1.831
0.052,-0.191,1.021,2.563,-1.343,1.953
0.066,-0.194,1.073,1.221,-1.648,1.831
0.074,-0.224,1.123,0.671,-0.977,1.587
0.069,-0.259,1.143,0.122,0.671,1.953
0.062,-0.257,1.117,-0.610,2.686,3.052
0.048,-0.215,1.070,0.244,4.211,3.967
0.033,-0.176,1.024,2.197,5.493,4.028
0.026,-0.165,0.996,3.662,5.615,2.930
0.025,-0.175,0.986,4.456,5.066,1.831
0.027,-0.190,0.997,4.639,4.272,1.099
0.033,-0.200,1.027,3.906,3.174,0.610
0.046,-0.222,1.052,2.563,2.991,0.427
0.043,-0.260,1.068,1.343,3.479,0.488
0.048,-0.294,1.078,0.977,4.089,1.038
0.043,-0.323,1.094,0.549,4.822,2.380
0.035,-0.328,1.099,-0.671,5.737,4.150
0.025,-0.312,1.099,-0.061,6.714,5.676
0.007,-0.286,1.091,2.075,7.874,6.958
-0.008,-0.274,1.085,3.601,8.606,7.629
-0.016,-0.302,1.118,3.906,8.728,7.874
-0.025,-0.370,1.190,2.563,8.850,8.728
-0.028,-0.434,1.273,1.343,10.071,10.559
-0.033,-0.481,1.360,0.977,12.390,13.245
-0.035,-0.524,1.414,0.427,16.113,16.357
-0.039,-0.595,1.438,-0.671,20.996,20.081
-0.040,-0.700,1.474,-1.526,25.818,24.353
-0.065,-0.818,1.519,-1.770,30.823,29.846
-0.116,-0.870,1.501,-2.380,37.537,37.720
-0.142,-0.871,1.339,-2.380,45.349,46.387
-0.193,-0.903,1.201,0.671,50.110,54.321
-0.225,-0.941,1.097,5.981,52.185,62.195
-0.248,-0.975,0.973,11.047,53.040,70.618
-0.249,-0.989,0.867,16.602,52.124,79.651
-0.266,-1.001,0.792,23.682,49.500,88.806

0.314,0.412,2.673,12.817,-154.419,40.588
0.362,0.437,2.923,9.888,-137.512,31.494
0.382,0.387,3.085,12.329,-117.981,19.592
0.373,0.177,3.138,16.724,-97.412,6.287
0.359,-0.125,3.173,18.066,-78.491,-4.639
0.350,-0.432,3.268,15.503,-62.134,-10.986
0.395,-0.721,3.441,8.118,-47.424,-11.597
0.413,-0.953,3.652,-2.136,-31.494,-6.653
0.385,-1.130,3.828,-9.033,-12.451,1.831
0.351,-1.230,3.951,-6.714,9.033,13.489
0.290,-1.260,4.000,6.897,32.349,26.367
0.197,-1.276,4.000,33.264,57.922,38.818
0.105,-1.315,4.000,68.298,83.923,51.453
-0.004,-1.308,4.000,99.976,108.948,66.711
-0.141,-1.241,4.000,122.253,133.911,85.449
-0.322,-1.060,4.000,136.475,160.156,105.957
-0.534,-0.789,4.000,142.151,187.256,125.610
-0.782,-0.410,3.813,141.785,214.050,143.127
-1.020,-0.013,3.403,136.841,238.342,155.823
-1.203,0.340,2.991,129.517,256.531,161.865
-1.322,0.644,2.649,119.263,269.714,162.415
-1.370,0.876,2.354,107.910,279.480,158.264
-1.436,1.064,2.085,93.323,287.231,150.269
-1.449,1.215,1.818,76.294,293.640,138.733
-1.468,1.289,1.547,60.059,298.950,123.718
-1.441,1.292,1.231,44.861,303.406,106.812
-1.451,1.271,0.902,33.752,306.519,89.233
-1.445,1.175,0.523,30.457,306.946,71.472
-1.409,1.066,0.121,32.532,303.528,54.504
-1.356,0.965,-0.199,30.640,294.067,40.527
-1.277,0.902,-0.419,29.114,279.236,28.870
-1.190,0.876,-0.546,24.231,260.803,18.860
-1.107,0.900,-0.572,17.761,241.577,9.460
-1.032,0.989,-0.522,10.925,222.473,0.366
-0.958,1.086,-0.522,10.193,207.520,-11.169
-0.920,1.146,-0.588,11.475,195.129,-25.818
-0.904,1.204,-0.688,13.245,182.861,-42.175
-0.890,1.235,-0.835,14.282,170.166,-59.692
-0.871,1.222,-0.934,15.503,156.067,-78.308
-0.911,1.206,-1.073,16.724,140.381,-96.252
-0.913,1.245,-1.230,7.935,123.047,-112.915
-0.943,1.321,-1.344,-4.028,102.844,-129.822
-0.963,1.348,-1.503,-17.700,80.811,-148.987
-1.043,1.248,-1.660,-32.715,56.702,-171.326
-1.124,1.036,-1.753,-44.800,28.687,-194.641
-1.180,0.730,-1.739,-56.458,-1.770,-216.370
-1.218,0.313,-1.711,-70.313,-32.104,-234.741
-1.235,-0.210,-1.626,-85.999,-62.866,-248.474
-1.228,-0.749,-1.352,-103.699,-95.581,-255.493
-1.096,-1.435,-1.006,-112.732,-126.587,-256.958
-0.933,-2.073,-0.508,-124.084,-151.917,-249.390
-0.729,-2.814,0.056,-126.648,-168.762,-233.154
-0.428,-3.433,0.541,-116.516,-174.500,-207.031
-0.135,-3.862,0.879,-99.487,-169.495,-170.959
0.157,-4.000,1.050,-80.994,-157.654,-128.784
0.330,-4.000,1.121,-68.848,-142.822,-82.825
0.456,-4.000,1.088,-56.213,-127.808,-37.598
0.543,-4.000,0.992,-52.124,-114.319,8.362
0.516,-3.923,0.901,-54.688,-103.699,55.847
0.446,-3.461,0.781,-57.556,-95.947,101.685
0.330,-2.900,0.646,-53.650,-90.393,140.076
0.209,-2.394,0.537,-42.847,-88.257,169.800
0.086,-1.972,0.537,-31.189,-90.332,192.505
-0.043,-1.597,0.644,-25.269,-95.032,210.632
-0.118,-1.248,0.817,-26.001,-99.670,225.769
-0.165,-0.875,1.061,-27.649,-103.882,238.037
-0.194,-0.483,1.326,-28.809,-105.652,246.399
-0.226,-0.056,1.563,-34.729,-103.699,251.404
-0.272,0.391,1.755,-46.936,-99.121,253.906
-0.236,0.901,1.846,-59.143,-91.614,252.136
-0.189,1.393,1.921,-63.171,-82.336,242.676
-0.124,1.803,1.969,-61.890,-72.266,224.243
-0.059,2.136,1.988,-60.669,-61.157,198.914
-0.011,2.419,1.989,-60.852,-50.049,168.762
0.048,2.661,1.937,-58.105,-38.330,135.315
0.074,2.923,1.845,-53.833,-26.855,98.938
0.057,3.149,1.727,-48.462,-16.907,58.533
0.010,3.383,1.591,-45.959,-9.094,15.076
-0.119,3.593,1.449,-51.270,-3.967,-31.067
-0.322,3.706,1.184,-55.359,0.488,-82.703
-0.611,3.657,0.809,-52.734,2.808,-138.855
-0.952,3.592,0.441,-44.189,-0.488,-197.021
-1.399,3.469,0.143,-36.682,-10.925,-255.310
-1.874,3.267,-0.025,-36.377,-28.381,-313.660
-2.377,2.857,-0.082,-51.147,-50.659,-370.667
-2.823,2.096,0.139,-78.796,-79.773,-423.767
-3.192,1.194,0.682,-117.615,-111.511,-467.651
-3.297,0.308,1.338,-162.964,-138.428,-495.117
-3.183,-0.683,2.129,-201.416,-159.180,-509.705
-2.763,-1.890,3.207,-225.281,-171.143,-512.207
-2.168,-3.122,4.000,-236.206,-165.344,-496.216
-1.594,-4.000,4.000,-221.680,-133.667,-460.632
-0.872,-4.000,4.000,-184.143,-84.473,-410.645
-0.525,-4.000,3.841,-129.639,-31.616,-352.783
-0.267,-4.000,2.693,-88.867,11.597,-285.950
-0.148,-4.000,1.612,-62.317,36.011,-214.966
-0.091,-4.000,0.800,-47.974,40.466,-144.165
-0.103,-3.666,0.393,-41.565,29.602,-80.994
-0.127,-2.913,0.321,-35.645,11.902,-31.921
-0.154,-2.324,0.427,-25.146,-4.700,1.953
-0.179,-1.828,0.559,-8.423,-17.517,24.963
-0.189,-1.354,0.669,10.742,-26.245,40.649
-0.176,-0.981,0.778,30.029,-32.654,49.011
-0.155,-0.728,0.938,44.373,-37.842,51.697
-0.102,-0.545,1.146,48.340,-41.016,52.185
-0.046,-0.417,1.380,44.800,-40.955,51.941
0.005,-0.332,1.597,33.813,-36.865,51.086
0.044,-0.287,1.733,18.311,-28.442,50.171
0.058,-0.243,1.795,0.305,-16.968,49.622
0.040,-0.184,1.769,-18.066,-4.578,49.561
0.018,-0.120,1.619,-32.166,7.874,48.828
-0.026,-0.083,1.409,-40.222,18.860,46.997
-0.055,-0.069,1.175,-44.006,25.940,44.128
-0.093,-0.071,0.959,-40.344,28.809,41.016
-0.120,-0.083,0.777,-32.410,27.954,38.208
-0.118,-0.099,0.662,-24.048,23.132,36.011
-0.100,-0.127,0.681,-15.381,15.015,34.668
-0.058,-0.148,0.822,-7.019,6.592,34.485
-0.021,-0.161,1.003,0.793,0.977,34.729

-0.131,-0.887,1.600,25.085,44.006,49.072
-0.176,-0.911,1.480,29.358,52.124,57.251
-0.212,-0.932,1.305,34.363,58.105,65.674
-0.237,-0.951,1.128,38.452,61.340,74.219
-0.262,-0.956,0.970,39.551,61.707,83.313
-0.278,-0.933,0.839,38.330,59.387,93.018
-0.288,-0.888,0.736,36.621,55.115,102.417
-0.288,-0.843,0.653,34.851,49.988,111.206
-0.282,-0.800,0.609,34.302,43.945,118.896
-0.267,-0.745,0.586,34.973,37.842,125.610
-0.259,-0.675,0.547,37.476,32.654,131.592
-0.243,-0.590,0.484,42.236,27.893,136.414
-0.231,-0.527,0.392,47.668,23.376,139.587
-0.223,-0.499,0.270,53.772,18.372,141.968
-0.214,-0.475,0.143,57.312,11.292,144.409
-0.204,-0.432,0.051,54.932,1.892,148.315
-0.199,-0.356,-0.006,44.434,-8.789,153.870
-0.179,-0.243,-0.051,27.161,-20.508,160.278
-0.166,-0.121,-0.080,7.996,-31.616,166.016
-0.143,0.007,-0.113,-6.714,-41.931,170.288
-0.120,0.157,-0.146,-14.160,-51.575,172.241
-0.099,0.311,-0.183,-13.306,-60.791,171.936
-0.089,0.503,-0.246,-9.583,-69.763,169.250
-0.063,0.673,-0.291,-3.296,-80.139,162.842
-0.048,0.807,-0.230,-0.671,-93.628,153.198
-0.034,0.899,-0.065,-8.423,-108.276,141.663
-0.008,1.000,0.105,-29.785,-121.277,129.944
0.035,1.139,0.235,-57.434,-131.348,118.103
0.079,1.281,0.361,-79.834,-140.625,103.271
0.124,1.381,0.552,-89.294,-150.330,84.229
0.139,1.302,0.880,-86.548,-159.973,60.608
0.176,1.009,1.271,-77.881,-166.748,36.377
0.216,0.606,1.723,-70.190,-170.105,16.968
0.282,0.286,2.214,-67.078,-168.579,6.348
0.337,0.093,2.651,-64.880,-160.583,3.113
0.423,-0.014,3.007,-62.012,-146.667,3.662
0.472,-0.104,3.313,-59.448,-128.723,6.165
0.490,-0.185,3.497,-54.810,-106.750,10.071
0.476,-0.224,3.558,-46.875,-82.214,14.893
0.402,-0.234,3.534,-31.311,-57.800,19.226
0.341,-0.207,3.508,-8.057,-35.767,22.705
0.304,-0.110,3.557,21.423,-16.418,25.574
0.239,-0.020,3.643,54.565,1.953,26.978
0.189,0.052,3.771,84.290,21.057,27.954
0.117,0.110,3.921,107.483,40.710,29.419
0.041,0.137,4.000,114.807,61.707,32.104
-0.021,0.183,4.000,104.553,83.923,36.743
-0.109,0.267,4.000,90.088,109.131,41.687
-0.246,0.373,4.000,80.750,136.902,44.495
-0.433,0.408,3.782,77.209,164.978,45.044
-0.605,0.403,3.464,76.721,189.636,44.128
-0.760,0.419,3.143,80.200,210.449,43.396
-0.886,0.460,2.803,87.158,227.966,42.297
-0.987,0.494,2.535,94.238,240.967,40.771
-1.048,0.500,2.325,98.938,250.488,39.001
-1.114,0.460,2.151,99.060,258.728,37.842
-1.186,0.423,2.023,89.905,266.113,38.391
-1.263,0.459,1.868,72.510,274.170,40.833
-1.326,0.507,1.588,53.955,283.508,42.480
-1.391,0.516,1.274,40.833,291.199,41.504
-1.434,0.528,0.977,34.424,296.021,38.818
-1.446,0.533,0.685,34.241,298.279,35.706
-1.440,0.527,0.432,37.354,296.875,32.288
-1.414,0.569,0.251,41.077,292.480,29.297
-1.385,0.680,0.119,44.678,286.316,26.062
-1.340,0.817,-0.041,49.011,280.518,21.118
-1.297,0.959,-0.228,54.260,274.170,13.306
-1.288,1.084,-0.374,58.899,265.198,3.479
-1.278,1.167,-0.522,62.317,254.700,-8.484
-1.180,1.135,-0.794,74.646,244.995,-23.926
-1.155,1.215,-1.091,65.918,232.727,-35.645
-1.094,1.189,-1.437,53.345,215.393,-49.377
-1.039,1.200,-1.641,34.790,190.002,-63.904
-0.979,1.216,-1.744,12.756,159.424,-78.369
-0.922,1.231,-1.820,-3.967,127.747,-95.215
-0.894,1.187,-1.884,-15.259,96.741,-114.685
-0.901,1.091,-1.895,-17.029,64.880,-135.681
-0.904,0.961,-1.811,-20.569,32.410,-156.433
-0.894,0.729,-1.674,-23.499,1.648,-176.392
-0.888,0.449,-1.500,-26.001,-25.879,-194.214
-0.885,0.174,-1.297,-31.189,-51.392,-207.825
-0.866,-0.095,-1.089,-40.100,-74.097,-217.590
-0.837,-0.399,-0.834,-56.152,-95.154,-223.511
-0.775,-0.771,-0.569,-77.820,-114.014,-226.685
-0.656,-1.254,-0.367,-101.563,-129.211,-226.868
-0.549,-1.855,-0.104,-126.282,-142.822,-220.520
-0.377,-2.493,0.232,-144.409,-154.297,-203.857
-0.146,-3.000,0.611,-147.705,-160.156,-176.880
0.083,-3.380,0.948,-133.179,-158.081,-143.860
0.271,-3.526,1.177,-111.816,-149.231,-106.995
