aX,aY,aZ,gX,gY,gZ
-0.516,-0.512,0.901,9.766,12.085,10.376
-0.526,-0.571,0.810,10.498,16.785,7.874
-0.539,-0.651,0.733,10.803,19.836,6.348
-0.556,-0.722,0.683,9.705,21.057,6.470
-0.567,-0.717,0.668,7.263,21.301,8.423

-0.390,-1.804,0.971,12.695,-143.799,-49.866
-0.360,-2.195,1.093,10.498,-137.878,-43.274
-0.312,-2.592,1.263,8.728,-130.859,-31.799
-0.360,-3.063,1.480,12.268,-121.521,-18.311
-0.414,-3.533,1.600,16.846,-107.788,-0.549
-0.558,-3.999,1.701,27.222,-92.590,21.729
-0.719,-4.000,1.676,32.288,-76.111,51.941
-0.886,-4.000,1.547,30.273,-59.326,87.830
-1.046,-4.000,1.448,34.180,-46.204,124.329
-1.193,-4.000,1.347,39.551,-36.011,160.522
-1.373,-4.000,1.306,46.326,-28.076,197.571
-1.529,-4.000,1.377,58.289,-22.827,235.291
-1.732,-4.000,1.526,71.533,-17.639,272.461
-1.949,-4.000,1.581,80.200,-10.742,312.012
-2.267,-4.000,1.562,90.210,-3.601,351.746
-2.498,-3.506,1.459,105.774,2.258,388.794
-2.743,-2.779,1.404,119.568,4.822,420.227
-2.864,-2.055,1.415,128.113,5.676,443.176
-2.898,-1.364,1.481,134.583,6.409,457.581
-2.819,-0.748,1.555,142.334,8.606,463.562
-2.687,-0.259,1.682,147.156,12.268,462.036
-2.574,0.134,1.770,144.409,19.043,454.712
-2.425,0.483,1.700,139.954,30.457,444.275
-2.278,0.811,1.538,135.498,42.297,430.725
-2.177,1.167,1.305,128.296,53.040,414.856
-1.976,1.527,0.953,125.366,62.134,395.264
-1.789,1.897,0.660,127.441,65.430,372.253
-1.586,2.202,0.412,119.019,63.293,346.313
-1.392,2.474,0.194,99.915,58.472,317.444
-1.283,2.751,0.057,84.229,50.720,283.691
-1.131,3.094,-0.079,76.782,41.626,246.826
-0.961,3.480,-0.178,73.975,31.128,207.092
-0.835,3.974,-0.119,60.547,16.968,165.283
-0.685,4.000,0.084,29.907,2.502,120.483
-0.599,4.000,0.427,-6.592,-8.179,67.993
-0.592,4.000,0.781,-38.879,-12.817,3.479
-0.755,4.000,1.144,-61.523,-10.254,-74.524
-1.062,4.000,1.385,-76.172,-0.793,-162.354
-1.586,4.000,1.344,-87.646,15.076,-253.174
-2.198,4.000,1.157,-106.079,29.541,-337.341
-2.816,3.785,0.943,-120.728,39.063,-408.997
-3.389,2.890,0.543,-134.521,45.532,-466.980
-3.833,2.098,0.116,-151.794,44.922,-512.451
-4.000,1.217,0.054,-173.401,31.738,-550.842
-4.000,0.250,0.396,-206.665,10.376,-579.956
-4.000,-0.653,0.962,-235.901,-8.972,-598.938
-4.000,-1.636,1.534,-229.309,-18.188,-614.197
-4.000,-3.173,1.724,-174.316,-8.911,-627.930
-3.909,-4.000,1.764,-146.057,9.094,-620.605
-3.407,-4.000,1.558,-143.311,29.724,-581.665
-2.810,-4.000,1.113,-132.263,47.791,-512.085
-2.072,-4.000,0.524,-116.943,58.044,-423.584
-1.665,-4.000,0.019,-100.647,57.312,-331.177
-1.409,-4.000,-0.181,-75.989,45.288,-242.004
-1.251,-4.000,-0.358,-53.467,30.518,-154.541
-1.217,-4.000,-0.422,-24.902,13.367,-70.801
-1.287,-4.000,-0.373,2.380,-4.272,6.226
-1.424,-4.000,-0.183,26.917,-23.071,75.439
-1.575,-4.000,0.120,56.946,-39.917,135.559
-1.669,-4.000,0.539,86.365,-53.345,187.439
-1.678,-4.000,1.159,111.206,-62.744,229.736
-1.699,-4.000,1.901,133.850,-64.575,266.846
-1.823,-4.000,2.558,156.006,-54.626,306.519
-2.063,-4.000,2.929,162.048,-34.058,351.929
-2.387,-4.000,3.210,171.570,-8.301,394.165
-2.768,-4.000,3.279,168.518,19.653,438.232
-3.224,-3.776,3.210,154.541,49.805,483.093
-3.626,-2.999,3.091,137.817,80.139,523.682
-3.957,-2.100,2.893,129.211,108.765,555.725
-4.000,-1.094,2.504,115.479,136.963,577.454
-4.000,-0.207,1.777,108.093,165.222,584.534
-4.000,0.487,1.118,121.399,181.946,575.562
-3.944,1.083,0.600,133.606,185.059,556.335
-3.628,1.636,0.020,142.273,180.420,529.907
-3.068,2.208,-0.561,148.132,166.748,498.352
-2.652,2.626,-0.901,148.499,140.808,460.266
-2.228,3.038,-1.024,132.996,108.398,417.908
-1.827,3.475,-1.061,100.708,77.148,373.169
-1.476,3.809,-1.048,73.853,48.828,321.899
-1.168,4.000,-0.908,38.086,23.132,268.616
-0.953,4.000,-0.755,3.357,2.502,212.036
-0.757,4.000,-0.622,-31.738,-11.963,150.391
-0.617,4.000,-0.437,-62.622,-23.987,82.825
-0.658,4.000,-0.117,-86.548,-33.569,8.301
-0.846,4.000,0.207,-99.243,-37.781,-73.425
-1.149,4.000,0.479,-107.361,-37.476,-159.302
-1.615,4.000,0.777,-120.300,-35.767,-243.958
-2.180,4.000,1.049,-149.170,-33.813,-321.838
-2.774,3.937,1.252,-179.016,-31.372,-389.526
-3.386,3.267,1.383,-207.397,-29.480,-446.655
-3.996,2.685,1.358,-228.577,-27.649,-495.605
-4.000,2.229,1.227,-233.276,-27.710,-539.001
-4.000,1.777,1.165,-230.286,-32.776,-578.674
-4.000,1.103,1.156,-238.037,-41.748,-615.479
-4.000,0.090,1.368,-257.202,-56.335,-646.240
-4.000,-1.021,1.804,-281.738,-73.730,-664.307
-4.000,-2.176,2.349,-292.786,-85.327,-667.908
-4.000,-3.233,2.656,-272.400,-81.665,-656.250
-4.000,-4.000,2.569,-226.685,-62.500,-630.737
-3.933,-4.000,2.089,-184.448,-37.537,-591.370
-3.426,-4.000,1.436,-154.907,-16.785,-540.466
-2.838,-4.000,0.814,-137.573,-7.751,-484.131
-2.337,-4.000,0.536,-125.122,-11.536,-425.964
-1.922,-4.000,0.456,-116.699,-20.569,-365.479
-1.566,-4.000,0.449,-107.361,-28.748,-297.668
-1.336,-4.000,0.467,-89.844,-36.072,-227.539
-1.223,-4.000,0.512,-72.388,-41.809,-160.767
-1.197,-4.000,0.558,-61.951,-45.471,-103.210
-1.196,-3.309,0.584,-53.284,-48.035,-60.364
-1.187,-2.680,0.593,-43.945,-49.622,-31.067
-1.179,-2.210,0.635,-32.776,-50.842,-12.146
-1.154,-1.882,0.724,-24.109,-52.063,-1.038
-1.139,-1.723,0.871,-17.395,-52.124,5.249
-1.078,-1.650,1.025,-15.686,-50.537,10.376
-1.002,-1.587,1.169,-18.860,-46.143,16.052
-0.927,-1.504,1.329,-22.522,-39.673,22.339
-0.868,-1.366,1.417,-28.381,-29.724,29.175
-0.812,-1.191,1.365,-35.034,-16.785,34.546
-0.764,-1.038,1.225,-37.720,-4.028,37.170

-0.717,-0.990,0.923,-39.124,13.855,35.522
-0.734,-1.043,0.815,-40.894,19.165,34.912
-0.734,-1.040,0.636,-39.673,23.682,36.743
-0.747,-0.921,0.421,-33.936,26.367,39.612
-0.764,-0.789,0.257,-25.513,25.208,40.710
-0.760,-0.746,0.194,-17.822,20.386,39.063
-0.747,-0.753,0.214,-17.578,13.550,36.987
-0.740,-0.770,0.245,-17.517,7.935,35.095
-0.701,-0.751,0.250,-13.550,3.845,34.424
-0.658,-0.696,0.261,-8.423,0.488,33.997
-0.613,-0.681,0.333,-3.906,-3.235,32.532
-0.581,-0.737,0.450,-1.953,-6.165,30.762
-0.554,-0.798,0.510,-2.686,-6.409,29.968
-0.555,-0.853,0.506,0.854,-4.822,30.212
-0.560,-0.837,0.438,4.578,-2.808,32.349
-0.570,-0.772,0.401,6.531,-2.441,34.668
-0.597,-0.711,0.437,6.836,-3.418,35.889
-0.625,-0.627,0.480,6.592,-4.150,35.767
-0.659,-0.485,0.444,7.996,-3.296,34.363
-0.660,-0.365,0.320,10.803,-2.014,31.128
-0.656,-0.261,0.216,11.475,-2.686,26.611
-0.632,-0.197,0.222,11.414,-6.287,20.081
-0.595,-0.202,0.368,9.766,-11.841,12.146
-0.556,-0.273,0.575,5.859,-15.076,4.272
-0.524,-0.381,0.758,0.854,-14.099,-2.136
-0.528,-0.517,0.838,-1.465,-9.277,-7.385
-0.535,-0.652,0.800,-2.441,-2.563,-10.437
-0.552,-0.764,0.731,-3.662,3.052,-11.169
-0.568,-0.842,0.677,-5.798,6.958,-10.132
-0.592,-0.891,0.650,-8.667,9.644,-7.996
-0.620,-0.878,0.566,-10.681,12.512,-5.554
-0.643,-0.829,0.418,-9.460,15.015,-3.174
-0.654,-0.760,0.291,-7.629,14.832,-1.587
-0.645,-0.726,0.248,-6.775,11.536,-1.404
-0.631,-0.744,0.297,-5.432,7.263,-2.136
-0.608,-0.798,0.386,-2.747,3.784,-3.235
-0.595,-0.864,0.467,0.122,2.258,-3.479
-0.599,-0.910,0.494,1.709,2.502,-2.502
-0.614,-0.870,0.461,2.930,3.845,-0.122
-0.613,-0.740,0.406,3.113,4.456,3.052
-0.612,-0.660,0.388,2.197,3.540,3.723
-0.605,-0.690,0.414,1.404,2.258,1.953
-0.605,-0.780,0.455,2.136,1.465,-0.122
-0.609,-0.844,0.449,1.587,1.770,-0.183
-0.604,-0.818,0.416,1.343,2.258,2.258
-0.593,-0.751,0.405,1.831,1.587,4.395
-0.578,-0.743,0.433,1.587,0.366,4.822
-0.573,-0.795,0.486,1.221,-0.549,4.333
-0.583,-0.840,0.509,0.549,-0.183,4.761
-0.593,-0.802,0.474,0.916,1.343,6.836
-0.601,-0.691,0.399,3.052,2.441,9.277
-0.596,-0.603,0.352,4.578,1.892,9.277
-0.582,-0.597,0.374,4.700,-0.244,7.263
-0.561,-0.653,0.447,4.272,-2.441,5.188
-0.559,-0.694,0.534,3.784,-3.174,3.906
-0.584,-0.680,0.574,4.333,-2.075,3.479
-0.588,-0.595,0.508,4.272,0.488,4.150
-0.599,-0.523,0.415,2.991,1.831,3.540
-0.604,-0.522,0.387,1.343,0.916,0.916
-0.594,-0.588,0.437,0.671,-1.221,-1.953
-0.578,-0.672,0.521,0.244,-2.625,-4.150
-0.579,-0.737,0.592,0.366,-2.258,-5.005
-0.586,-0.747,0.575,0.916,0.000,-4.089
-0.585,-0.681,0.490,0.305,2.319,-2.563
-0.587,-0.622,0.435,0.366,2.991,-2.136
-0.590,-0.622,0.437,0.427,2.258,-3.540
-0.579,-0.667,0.477,0.732,1.282,-5.310
-0.561,-0.739,0.540,2.075,0.854,-6.897
-0.556,-0.813,0.595,3.540,1.892,-7.019
-0.566,-0.886,0.606,3.113,3.906,-5.798
-0.583,-0.938,0.547,1.221,6.714,-2.930
-0.589,-0.912,0.454,-2.502,8.362,0.793
-0.598,-0.846,0.422,-5.554,8.057,4.517
-0.597,-0.803,0.442,-7.019,6.531,6.592
-0.589,-0.796,0.482,-7.202,5.432,7.446
-0.581,-0.809,0.509,-6.714,5.676,7.751
-0.581,-0.830,0.514,-5.615,6.470,8.240
-0.586,-0.829,0.517,-3.723,7.568,8.850
-0.600,-0.808,0.472,-1.221,8.667,9.644
-0.633,-0.735,0.368,-0.244,9.827,10.925
-0.647,-0.602,0.258,0.793,9.277,12.085
-0.645,-0.495,0.216,1.953,5.798,10.620
-0.630,-0.473,0.259,2.380,1.282,6.409
-0.603,-0.539,0.353,3.601,-2.747,1.160
-0.584,-0.649,0.448,4.883,-4.761,-2.502
-0.566,-0.763,0.482,4.211,-4.944,-4.456
-0.551,-0.847,0.486,1.770,-4.456,-3.235
-0.542,-0.889,0.505,-0.549,-4.395,-1.160
-0.537,-0.896,0.539,-2.502,-4.150,1.709
-0.535,-0.888,0.572,-3.052,-2.991,4.761
-0.547,-0.881,0.590,-2.625,-1.587,7.202
-0.560,-0.838,0.563,-2.258,0.366,9.460
-0.568,-0.732,0.517,-1.404,2.014,11.719
-0.583,-0.626,0.484,-0.671,2.625,12.451
-0.591,-0.552,0.460,-0.488,2.686,11.353
-0.590,-0.521,0.441,0.061,2.502,8.789
-0.594,-0.546,0.442,1.770,1.953,5.066
-0.594,-0.607,0.448,2.380,0.732,1.709
-0.585,-0.673,0.464,2.258,-0.366,-0.122
-0.575,-0.732,0.486,0.732,-0.916,-0.671
-0.559,-0.767,0.503,-0.793,-1.221,-0.061
-0.550,-0.778,0.525,-1.526,-1.282,1.160
-0.537,-0.781,0.538,-1.709,-0.854,2.075
-0.535,-0.791,0.547,-0.977,0.000,2.808
-0.542,-0.804,0.545,0.305,1.221,3.784
-0.552,-0.803,0.526,0.671,2.319,4.883
-0.559,-0.764,0.498,0.793,3.052,6.470
-0.564,-0.696,0.477,0.916,3.357,7.507
-0.570,-0.658,0.470,0.427,3.052,6.897
-0.576,-0.652,0.452,-0.793,2.869,5.371
-0.577,-0.658,0.432,-0.977,2.563,4.211
-0.575,-0.677,0.431,-0.244,2.075,2.686
-0.578,-0.703,0.449,0.305,1.160,1.465
-0.575,-0.735,0.463,0.366,0.244,0.854
-0.570,-0.750,0.473,0.061,-0.244,0.977
-0.563,-0.740,0.491,0.183,-0.732,1.343
-0.553,-0.745,0.526,0.183,-1.099,1.587
-0.541,-0.785,0.554,-0.671,-0.793,1.343
-0.539,-0.837,0.580,-0.183,0.366,1.587

-0.955,-0.476,-1.053,52.368,-53.650,41.260
-0.924,-0.171,-1.034,47.729,-77.148,40.039
-0.893,0.141,-0.899,46.997,-99.915,34.302
-0.845,0.382,-0.706,48.950,-119.873,22.034
-0.816,0.516,-0.503,53.162,-135.559,4.517
-0.788,0.557,-0.318,55.786,-147.217,-15.259
-0.755,0.508,-0.135,55.542,-155.640,-36.560
-0.711,0.390,0.038,49.377,-161.133,-57.861
-0.638,0.202,0.225,41.626,-163.513,-77.515
-0.559,-0.126,0.435,38.757,-162.842,-96.741
-0.489,-0.658,0.693,38.818,-159.302,-114.197
-0.446,-1.245,0.935,31.067,-151.428,-123.779
-0.405,-1.681,1.127,17.578,-139.038,-122.070
-0.406,-2.028,1.225,8.179,-123.901,-114.197
-0.432,-2.308,1.189,0.305,-106.262,-102.844
-0.481,-2.721,1.121,-0.427,-89.661,-91.187
-0.539,-3.348,1.074,-0.854,-76.050,-77.576
-0.594,-3.970,1.128,-7.202,-64.514,-55.176
-0.702,-4.000,1.251,-10.437,-53.345,-24.170
-0.883,-4.000,1.192,-13.672,-39.368,15.198
-0.980,-4.000,0.984,-19.897,-24.719,63.049
-1.264,-4.000,0.810,-15.747,-14.954,112.793
-1.549,-4.000,0.686,-8.972,-10.498,167.236
-1.808,-4.000,0.729,-1.343,-11.230,222.656
-2.161,-4.000,0.911,16.663,-13.794,271.484
-2.444,-4.000,1.175,19.653,-15.503,321.777
-2.768,-4.000,1.376,35.645,-11.963,370.667
-3.064,-3.975,1.537,62.744,-6.531,411.377
-3.313,-3.448,1.756,84.839,-2.441,443.542
-3.515,-2.944,1.992,101.685,2.747,468.201
-3.638,-2.425,2.058,109.192,12.268,488.159
-3.778,-1.879,1.996,112.061,24.536,502.747
-3.799,-1.258,1.789,112.427,37.659,512.451
-3.679,-0.637,1.480,116.943,49.133,515.198
-3.486,-0.120,1.197,122.131,55.725,509.521
-3.255,0.252,1.029,122.131,57.190,497.314
-3.001,0.475,0.938,115.601,57.251,480.286
-2.774,0.615,0.868,108.154,57.617,460.999
-2.590,0.729,0.807,104.553,58.411,442.505
-2.465,0.914,0.729,101.990,59.753,425.354
-2.303,1.254,0.552,103.943,61.096,408.997
-2.081,1.731,0.366,117.981,59.631,389.709
-1.794,2.214,0.212,127.197,53.223,366.699
-1.544,2.700,0.055,108.398,44.495,339.783
-1.339,3.167,-0.209,64.758,35.889,307.922
-1.089,3.683,-0.484,16.907,25.513,270.142
-0.908,4.000,-0.606,-14.343,10.986,224.976
-0.673,4.000,-0.596,-31.128,-5.493,170.227
-0.594,4.000,-0.443,-52.185,-22.034,107.971
-0.523,4.000,-0.146,-64.941,-37.170,35.217
-0.654,4.000,0.308,-78.796,-49.011,-42.114
-0.902,4.000,0.771,-90.820,-53.223,-124.817
-1.296,4.000,1.168,-88.196,-48.950,-213.684
-1.887,4.000,1.363,-84.778,-37.231,-304.077
-2.580,4.000,1.254,-93.384,-21.606,-386.536
-3.238,3.998,1.022,-112.305,-10.010,-458.252
-3.791,3.118,0.894,-140.930,-7.507,-517.212
-4.000,1.954,0.998,-174.377,-12.451,-566.284
-4.000,0.727,1.316,-194.458,-18.982,-605.896
-4.000,-0.627,1.754,-193.054,-19.287,-635.742
-4.000,-2.015,1.985,-175.232,-5.859,-653.442
-4.000,-3.437,1.678,-142.395,20.752,-655.884
-4.000,-4.000,1.119,-113.342,47.852,-637.085
-3.619,-4.000,0.562,-98.083,63.293,-594.116
-2.545,-4.000,0.292,-110.046,62.073,-517.578
-2.315,-4.000,0.313,-113.220,54.626,-427.673
-1.595,-4.000,0.429,-106.323,43.152,-335.327
-1.253,-4.000,0.298,-85.571,40.649,-242.432
-1.101,-4.000,0.036,-55.908,38.818,-154.236
-1.072,-4.000,-0.289,-25.940,33.630,-77.271
-1.122,-4.000,-0.477,1.892,21.362,-8.606
-1.212,-4.000,-0.365,25.940,3.540,54.199
-1.323,-4.000,-0.092,49.133,-14.099,110.840
-1.371,-4.000,0.269,71.411,-28.137,159.729
-1.387,-4.000,0.832,91.064,-38.269,201.294
-1.450,-4.000,1.466,104.126,-41.382,237.549
-1.487,-4.000,1.910,112.122,-33.447,273.193
-1.556,-3.981,2.169,117.432,-17.639,309.326
-1.606,-3.605,2.382,119.751,1.282,341.125
-1.736,-3.439,2.599,118.896,21.729,367.371
-1.918,-3.234,2.736,114.014,46.509,393.555
-2.175,-3.029,2.749,111.816,75.073,420.898
-2.477,-2.574,2.622,107.483,104.797,449.463
-2.773,-2.125,2.308,107.666,134.338,472.778
-3.154,-1.621,1.925,109.314,158.630,491.150
-3.454,-0.956,1.334,113.281,178.467,504.639
-3.518,-0.197,0.618,135.010,190.125,510.864
-3.344,0.576,0.052,171.814,184.937,507.141
-3.076,1.296,-0.267,202.026,164.429,494.568
-2.766,1.863,-0.402,210.510,135.681,473.083
-2.352,2.418,-0.495,190.796,107.361,445.801
-1.968,2.869,-0.596,164.856,81.909,410.156
-1.555,3.321,-0.605,135.986,57.434,369.202
-1.170,3.843,-0.530,106.201,36.194,322.571
-0.818,4.000,-0.449,76.111,20.264,268.311
-0.526,4.000,-0.306,38.818,7.507,209.473
-0.329,4.000,-0.191,-5.676,-0.061,144.348
-0.278,4.000,-0.141,-56.702,-3.662,75.684
-0.373,4.000,-0.111,-96.985,-5.493,1.648
-0.619,4.000,0.005,-123.291,-8.362,-76.660
-1.013,4.000,0.107,-136.169,-10.803,-157.654
-1.511,4.000,0.133,-141.602,-12.512,-238.708
-2.154,4.000,0.172,-154.053,-16.907,-315.430
-2.819,4.000,0.237,-174.927,-26.245,-385.620
-3.493,3.547,0.391,-201.111,-39.795,-447.510
-4.000,2.974,0.589,-230.408,-56.824,-500.549
-4.000,2.397,1.003,-257.568,-77.881,-546.631
-4.000,1.796,1.576,-280.518,-99.243,-586.792
-4.000,1.089,2.207,-290.955,-113.464,-622.131
-4.000,0.181,2.951,-281.006,-116.577,-654.480
-4.000,-0.907,3.469,-239.502,-99.976,-679.993
-4.000,-2.096,3.485,-189.209,-62.927,-691.223
-4.000,-3.146,3.031,-158.752,-17.639,-681.580
-4.000,-3.940,2.238,-144.531,21.484,-651.123
-3.991,-4.000,1.296,-134.583,47.424,-605.286
-3.569,-4.000,0.514,-125.183,55.786,-550.415
-3.107,-4.000,0.059,-126.953,47.729,-487.549
-2.658,-4.000,-0.097,-127.319,29.846,-424.622
-2.279,-4.000,-0.058,-118.469,9.338,-366.943

-1.719,-4.000,0.016,-75.256,-16.846,-265.076
-1.553,-3.905,0.028,-59.021,-26.184,-218.872
-1.466,-3.575,0.095,-43.884,-34.973,-178.345
-1.378,-3.317,0.242,-28.687,-43.274,-144.714
-1.314,-3.078,0.460,-18.127,-49.500,-114.868
-1.260,-2.818,0.711,-13.306,-52.063,-87.402
-1.223,-2.510,0.908,-10.925,-50.354,-62.805
-1.171,-2.147,1.009,-12.268,-44.556,-42.053
-1.098,-1.853,1.058,-14.160,-36.987,-26.794
-1.056,-1.703,1.115,-17.151,-28.503,-16.907
-1.017,-1.652,1.142,-19.775,-19.409,-9.644
-1.005,-1.617,1.104,-22.217,-9.094,-2.747
-1.002,-1.562,0.982,-24.414,0.732,4.272
-1.017,-1.500,0.816,-26.794,8.789,11.230
-1.027,-1.384,0.661,-27.100,14.587,18.250
-1.013,-1.234,0.584,-28.015,17.090,24.231
-0.979,-1.133,0.581,-34.912,17.578,28.748
-0.919,-1.095,0.608,-41.748,18.738,31.311
-0.880,-1.108,0.621,-43.213,21.118,32.776
-0.855,-1.121,0.549,-42.236,24.414,34.485
-0.845,-1.103,0.416,-38.757,27.283,37.415
-0.831,-1.038,0.295,-35.400,27.649,40.894
-0.844,-0.968,0.218,-33.142,25.635,44.067
-0.844,-0.873,0.134,-29.785,22.522,46.448
-0.830,-0.755,0.043,-21.606,18.677,47.302
-0.806,-0.669,-0.013,-14.099,13.123,45.959
-0.778,-0.687,0.015,-7.080,6.287,43.274
-0.803,-0.768,0.136,-2.319,-0.671,40.283
-0.805,-0.760,0.209,1.465,-4.822,39.612
-0.795,-0.635,0.166,7.690,-6.714,40.405
-0.773,-0.504,0.115,11.658,-9.399,39.795
-0.738,-0.445,0.159,12.756,-14.343,36.316
-0.691,-0.490,0.305,13.977,-19.287,31.311
-0.649,-0.601,0.477,15.381,-21.484,26.489
-0.677,-0.671,0.599,15.808,-19.897,23.682
-0.663,-0.623,0.553,15.869,-15.259,22.949
-0.678,-0.547,0.403,17.944,-10.620,22.217
-0.680,-0.490,0.313,16.785,-9.521,20.325
-0.666,-0.511,0.337,14.465,-11.169,17.029
-0.636,-0.592,0.437,11.902,-12.695,13.367
-0.601,-0.708,0.560,10.925,-12.329,10.986
-0.626,-0.818,0.674,9.338,-9.644,10.559
-0.639,-0.815,0.663,4.517,-4.578,12.695
-0.654,-0.723,0.545,0.854,0.854,15.625
-0.671,-0.608,0.441,0.244,3.540,17.090
-0.675,-0.538,0.401,-1.770,3.967,16.235
-0.662,-0.550,0.424,-3.601,3.357,13.245
-0.634,-0.624,0.486,-3.967,3.296,10.010
-0.610,-0.720,0.558,-3.296,4.089,7.751
-0.661,-0.778,0.610,-2.991,6.348,7.141
-0.691,-0.741,0.544,-4.028,10.254,8.545
-0.720,-0.623,0.335,-3.723,14.282,10.376
-0.736,-0.472,0.144,-2.075,14.282,10.620
-0.730,-0.375,0.077,-1.770,9.583,7.629
-0.707,-0.386,0.141,-1.282,2.625,1.892
-0.674,-0.494,0.284,0.244,-2.930,-3.906
-0.648,-0.634,0.420,3.174,-5.127,-8.545
-0.633,-0.750,0.473,4.761,-4.395,-10.437
-0.625,-0.833,0.412,4.822,-2.197,-9.827
-0.616,-0.844,0.349,3.601,-1.282,-7.141
-0.596,-0.840,0.354,2.075,-2.258,-4.272
-0.573,-0.865,0.418,0.183,-3.479,-2.319
-0.558,-0.922,0.507,0.000,-3.296,-1.160
-0.566,-0.997,0.572,1.099,-1.526,0.732
-0.589,-1.007,0.552,0.488,2.319,4.761
-0.620,-0.934,0.458,0.244,6.409,9.521
-0.673,-0.795,0.336,1.099,8.911,13.367
-0.694,-0.632,0.204,-0.610,8.911,15.198
-0.706,-0.504,0.149,-2.502,6.042,14.709
-0.703,-0.446,0.155,-2.197,2.075,10.925
-0.685,-0.468,0.205,-1.221,-1.770,5.737
-0.660,-0.569,0.288,0.916,-4.639,0.366
-0.636,-0.722,0.386,2.441,-6.104,-2.869
-0.612,-0.865,0.452,1.831,-6.165,-3.845
-0.590,-0.955,0.488,1.587,-5.005,-2.075
-0.573,-0.983,0.501,0.244,-3.296,1.343
-0.564,-0.973,0.509,-1.953,-1.282,5.981
-0.578,-0.964,0.509,-3.418,0.427,10.071
-0.592,-0.932,0.478,-3.418,2.563,13.794
-0.607,-0.857,0.425,-2.930,4.089,17.090
-0.616,-0.784,0.395,-1.465,4.883,19.348
-0.633,-0.739,0.409,-0.732,4.456,20.081
-0.653,-0.690,0.420,-1.770,4.395,19.958
-0.669,-0.631,0.365,-2.625,5.249,19.531
-0.680,-0.567,0.262,-1.770,5.920,18.372
-0.679,-0.491,0.198,-1.282,4.089,16.174
-0.659,-0.459,0.214,-0.610,1.099,12.756
-0.633,-0.508,0.307,-0.427,-2.808,7.812
-0.610,-0.610,0.421,0.305,-4.761,3.357
-0.592,-0.703,0.496,0.854,-4.272,0.916
-0.579,-0.779,0.501,1.648,-2.380,0.244
-0.580,-0.817,0.481,0.732,-0.305,1.343
-0.577,-0.800,0.481,-0.549,0.916,4.028
-0.578,-0.767,0.499,-2.014,1.892,6.042
-0.584,-0.754,0.499,-3.113,2.991,6.897
-0.595,-0.763,0.450,-3.052,4.761,7.080
-0.607,-0.775,0.382,-3.601,6.042,7.568
-0.628,-0.753,0.333,-3.052,5.737,8.606
-0.643,-0.683,0.299,-1.404,4.944,9.766
-0.647,-0.602,0.276,0.244,3.296,9.705
-0.647,-0.556,0.271,0.793,1.465,7.812
-0.641,-0.554,0.293,1.648,-0.671,4.761
-0.627,-0.584,0.349,2.686,-2.869,1.709
-0.612,-0.623,0.406,2.625,-3.845,-0.671
-0.606,-0.638,0.435,2.930,-3.296,-1.404
-0.598,-0.621,0.427,3.662,-2.136,-2.014
-0.591,-0.641,0.406,3.540,-1.038,-3.235
-0.582,-0.716,0.411,1.404,-0.793,-4.578
-0.571,-0.805,0.458,-0.427,-1.038,-4.944
-0.571,-0.855,0.502,-1.587,-0.061,-3.784
-0.602,-0.851,0.499,-2.136,2.014,-1.587
-0.642,-0.784,0.410,-2.197,4.578,0.610
-0.658,-0.659,0.263,-2.930,5.920,2.686
-0.672,-0.572,0.177,-3.723,3.906,2.258
-0.671,-0.564,0.199,-3.052,-0.244,-0.244
-0.650,-0.612,0.281,-2.258,-4.272,-3.357
-0.617,-0.694,0.388,0.183,-6.653,-6.165
-0.585,-0.793,0.494,2.869,-7.263,-7.812
-0.567,-0.884,0.581,4.211,-6.042,-7.690

-0.368,-1.921,0.931,23.376,-135.803,-65.674
-0.381,-2.247,1.134,15.381,-126.770,-57.068
-0.425,-2.621,1.355,8.362,-114.929,-44.617
-0.467,-3.046,1.518,-2.197,-99.609,-27.527
-0.560,-3.450,1.614,-14.221,-81.604,-5.066
-0.647,-3.777,1.586,-19.165,-61.340,21.790
-0.827,-4.000,1.497,-15.686,-41.626,52.673
-1.012,-4.000,1.382,-15.503,-24.902,86.487
-1.285,-4.000,1.382,-17.273,-12.329,120.605
-1.575,-4.000,1.550,-18.005,-3.357,159.668
-1.921,-4.000,1.648,-8.362,7.446,205.078
-2.307,-4.000,1.640,4.578,18.921,255.005
-2.795,-4.000,1.467,20.569,30.090,309.753
-3.316,-4.000,1.453,28.198,34.851,372.375
-3.782,-4.000,1.504,32.349,38.269,437.500
-4.000,-4.000,1.573,41.260,42.236,493.713
-4.000,-3.297,1.549,59.509,48.584,535.217
-4.000,-2.282,1.545,88.684,53.528,562.073
-4.000,-1.488,1.555,116.028,56.396,574.280
-4.000,-0.773,1.480,132.141,58.838,577.759
-4.000,-0.130,1.433,142.700,59.875,574.402
-4.000,0.413,1.387,140.503,60.669,565.430
-4.000,0.897,1.238,126.526,63.721,551.758
-3.778,1.410,0.966,112.244,67.688,533.997
-3.403,1.942,0.662,101.074,70.984,511.292
-3.025,2.460,0.354,92.773,70.923,482.117
-2.589,2.977,0.048,89.844,67.322,443.848
-2.131,3.392,-0.256,93.323,60.425,397.095
-1.699,3.738,-0.459,98.694,48.462,344.360
-1.321,3.960,-0.551,93.628,32.959,287.964
-0.997,4.000,-0.558,78.857,16.479,231.750
-0.743,4.000,-0.454,49.744,1.038,176.819
