aX,aY,aZ,gX,gY,gZ
-0.794,-0.302,0.262,25.452,22.522,42.542
-0.728,-0.499,0.286,42.175,29.114,29.480
-0.764,-0.755,0.268,58.472,36.804,20.874
-0.798,-0.940,0.119,64.575,44.067,20.142
-0.793,-1.003,-0.090,60.486,48.462,26.733
-0.818,-0.968,-0.229,52.490,47.607,36.682
-0.825,-0.860,-0.287,39.917,42.847,46.631
-0.815,-0.729,-0.298,28.320,36.560,53.467
-0.797,-0.589,-0.238,23.682,30.579,56.396
-0.789,-0.514,-0.159,28.198,25.940,54.443
-0.792,-0.509,-0.091,37.659,23.621,49.744
-0.788,-0.535,-0.091,46.387,23.132,44.617
-0.833,-0.564,-0.150,54.688,23.193,40.710
-0.841,-0.510,-0.229,58.289,21.790,39.124
-0.836,-0.406,-0.295,56.885,18.127,39.001
-0.838,-0.301,-0.321,51.331,12.634,37.354
-0.825,-0.220,-0.315,42.603,6.409,33.813
-0.790,-0.160,-0.307,31.311,0.183,28.198
-0.779,-0.138,-0.270,21.545,-5.432,20.386
-0.754,-0.177,-0.220,18.555,-10.559,10.376
-0.763,-0.243,-0.157,22.583,-13.855,0.122
-0.756,-0.337,-0.124,32.410,-14.954,-9.460
-0.757,-0.429,-0.111,42.603,-14.893,-17.822
-0.734,-0.554,-0.125,51.758,-13.794,-23.865
-0.725,-0.635,-0.131,53.833,-13.184,-26.733
-0.714,-0.733,-0.136,59.631,-12.695,-28.870
-0.712,-0.830,-0.134,67.078,-11.963,-29.480
-0.713,-0.948,-0.125,75.378,-11.597,-28.687
-0.686,-1.166,-0.092,73.975,-11.475,-24.109
-0.707,-1.095,-0.015,36.438,-10.132,-9.094
-0.634,-1.061,-0.039,24.170,-7.263,1.465
-0.678,-0.994,-0.043,14.893,-5.249,10.559
-0.663,-0.904,-0.069,4.944,-3.540,19.226
-0.699,-0.801,-0.081,-2.991,-2.197,25.757
-0.609,-0.650,-0.102,-11.047,-1.343,30.212
-0.578,-0.594,-0.178,-12.085,0.366,31.006
-0.853,-0.647,-0.153,-3.174,0.000,27.405
-0.942,-0.614,-0.124,-14.893,-1.587,27.954
-0.777,-0.517,-0.158,-23.804,-3.113,27.710
-0.740,-0.504,-0.213,-15.503,-3.296,22.766
-0.748,-0.489,-0.245,-11.780,-4.272,17.944
-0.743,-0.496,-0.260,-15.015,-5.676,14.465
-0.751,-0.517,-0.316,-14.160,-7.202,10.315
-0.756,-0.572,-0.380,-6.836,-9.827,5.859
-0.752,-0.611,-0.423,-3.601,-14.099,3.784
-0.726,-0.571,-0.398,-15.320,-20.203,4.700
-0.732,-0.641,-0.318,-24.780,-26.245,4.578
-0.727,-0.756,-0.180,-33.508,-30.884,4.456
-0.638,-0.808,-0.072,-44.250,-32.715,6.836
-0.646,-0.875,-0.011,-45.349,-31.372,8.362
-0.635,-0.924,-0.039,-36.316,-27.588,9.460
-0.647,-0.945,-0.088,-25.940,-24.719,10.742
-0.629,-0.949,-0.133,-20.630,-23.621,13.123
-0.622,-0.882,-0.160,-21.057,-23.865,16.724
-0.663,-0.801,-0.178,-24.475,-24.963,19.531
-0.667,-0.720,-0.174,-29.053,-26.794,20.874
-0.669,-0.629,-0.121,-38.391,-28.625,21.545
-0.684,-0.537,-0.029,-46.631,-29.053,20.020
-0.684,-0.477,0.040,-45.776,-26.733,15.198
-0.643,-0.464,0.076,-37.292,-22.156,7.507
-0.654,-0.542,0.091,-24.475,-16.724,-1.770
-0.672,-0.689,0.067,-12.085,-11.536,-10.010
-0.660,-0.818,0.005,-3.113,-6.775,-13.672
-0.677,-0.866,-0.042,3.906,-3.967,-13.367
-0.663,-0.849,-0.112,6.409,-2.075,-10.620
-0.679,-0.762,-0.128,-0.916,-2.014,-6.653
-0.692,-0.731,-0.124,-9.094,-3.052,-4.822
-0.685,-0.707,-0.117,-17.700,-3.723,-4.272
-0.664,-0.726,-0.112,-23.010,-3.967,-4.761
-0.655,-0.775,-0.120,-24.292,-3.479,-5.920
-0.679,-0.904,-0.146,-20.081,-2.563,-7.629
-0.677,-0.988,-0.175,-18.188,-2.686,-7.080
-0.682,-1.030,-0.182,-19.714,-3.601,-3.662
-0.682,-1.018,-0.146,-20.203,-4.822,0.061
-0.653,-0.955,-0.078,-23.621,-5.798,5.127
-0.635,-0.918,-0.015,-23.682,-5.310,8.423
-0.615,-0.927,0.045,-18.677,-3.479,9.705
-0.604,-0.983,0.036,-13.123,0.244,11.108
-0.639,-1.038,-0.003,-2.991,4.089,13.062
-0.652,-1.018,-0.046,3.662,7.141,16.602
-0.659,-0.962,-0.102,4.211,9.216,21.118
-0.943,-0.919,-0.060,4.822,9.338,24.170
-0.685,-0.883,0.195,2.686,7.080,26.428
-0.589,-0.641,0.252,-16.479,13.733,30.396
-0.738,-0.686,0.409,-1.953,20.935,24.048
-0.651,-0.664,0.542,-2.686,28.381,19.897
-0.563,-0.675,0.442,-5.493,40.405,16.663
-0.570,-0.724,0.225,4.028,51.941,13.000
-0.425,-0.795,-0.147,9.949,59.021,11.902

-0.828,-2.223,-0.070,3.845,17.883,13.306
-0.849,-2.509,-0.186,4.883,20.447,25.757
-0.891,-2.736,-0.268,4.761,20.508,42.419
-0.935,-2.891,-0.357,5.310,19.165,62.378
-0.959,-2.947,-0.464,7.019,16.296,84.656
-0.976,-2.879,-0.516,11.536,11.719,107.910
-1.005,-2.718,-0.518,16.663,5.493,129.700
-1.026,-2.552,-0.497,22.400,-0.854,148.682
-1.030,-2.399,-0.481,29.907,-6.470,164.246
-1.038,-2.230,-0.433,41.382,-12.695,176.758
-1.010,-2.089,-0.339,53.650,-19.104,186.523
-0.982,-2.037,-0.192,64.697,-24.475,193.481
-0.949,-2.034,-0.052,75.928,-27.893,199.280
-0.982,-1.868,-0.031,87.036,-28.687,205.994
-0.936,-1.725,-0.252,91.858,-28.809,213.257
-0.858,-1.627,-0.394,86.853,-33.875,218.811
-0.456,-1.610,-0.626,80.444,-41.565,222.900
-1.109,-1.595,-0.595,74.402,-49.133,228.210
-1.158,-1.552,-0.472,72.144,-62.988,233.154
-0.956,-1.408,-0.354,70.068,-72.021,240.662
-0.869,-1.269,-0.276,93.323,-75.928,242.493
-0.891,-1.162,-0.153,111.633,-80.200,242.615
-0.808,-1.047,-0.046,115.051,-83.862,243.713
-0.711,-0.937,0.029,108.887,-84.778,245.972
-0.679,-0.859,0.076,100.403,-82.703,247.437
-0.603,-0.790,-0.012,91.675,-78.613,248.901
-0.707,-0.643,0.023,80.627,-75.867,251.953
-0.648,-0.467,0.086,85.083,-72.449,252.075
-0.683,-0.291,0.146,89.783,-67.871,250.610
-0.485,-0.082,0.179,88.501,-63.110,248.352
-0.426,0.095,0.201,82.520,-56.641,243.652
-0.402,0.175,0.199,85.144,-49.377,235.229
-0.236,0.087,0.066,84.534,-43.030,227.234
-0.409,0.644,0.291,68.848,-39.673,224.243
-0.358,0.694,0.343,73.914,-33.081,213.562
-0.340,0.939,0.404,75.317,-24.597,199.341
-0.322,1.168,0.355,67.383,-15.442,185.425
-0.285,1.466,0.305,62.195,-8.057,169.678
-0.284,1.742,0.287,59.753,-3.479,151.428
-0.327,2.127,0.306,54.077,-0.854,130.615
-0.328,2.687,0.319,46.936,1.160,105.957
-0.226,3.472,0.350,32.227,2.625,74.463
-0.183,4.000,0.407,11.169,4.639,32.166
-0.250,4.000,0.453,-14.038,7.629,-22.278
-0.472,4.000,0.340,-43.457,11.353,-90.759
-1.111,4.000,0.378,-69.641,13.123,-173.523
-1.919,4.000,0.331,-65.857,14.832,-278.137
-2.955,4.000,0.332,-60.486,13.611,-389.465
-3.999,4.000,0.371,-41.016,13.245,-498.169
-4.000,3.906,0.435,-19.043,15.076,-592.529
-4.000,2.642,0.483,-15.259,18.982,-664.612
-4.000,1.119,0.646,-38.696,20.569,-713.867
-4.000,-0.559,0.894,-91.309,17.151,-740.051
-4.000,-2.000,1.045,-153.015,10.986,-742.615
-4.000,-3.519,1.131,-189.087,2.808,-728.760
-4.000,-4.000,0.842,-164.917,1.343,-704.529
-4.000,-4.000,0.398,-124.634,4.578,-648.804
-3.373,-4.000,-0.112,-63.782,10.315,-563.965
-2.556,-4.000,-0.278,-27.710,13.062,-456.360
-1.977,-4.000,-0.385,-9.277,13.916,-347.595
-1.645,-4.000,-0.523,-6.165,13.367,-252.991
-1.455,-4.000,-0.586,7.690,10.071,-182.678
-1.340,-4.000,-0.611,27.222,5.127,-130.005
-1.285,-4.000,-0.658,42.542,0.183,-80.872
-1.280,-4.000,-0.566,49.377,-7.385,-28.625
-1.341,-4.000,-0.338,46.875,-15.442,25.085
-1.411,-4.000,-0.113,37.170,-20.508,77.454
-1.473,-3.726,0.127,28.076,-21.240,120.422
-1.452,-3.141,0.358,21.606,-18.677,152.832
-1.430,-2.827,0.467,21.179,-12.573,175.049
-1.394,-2.659,0.489,22.339,-3.845,190.735
-1.378,-2.714,0.486,25.696,6.897,203.003
-1.377,-2.807,0.479,27.161,17.761,216.675
-1.439,-2.950,0.440,32.837,28.503,231.812
-1.542,-3.096,0.399,37.720,37.903,249.939
-1.666,-3.222,0.313,41.260,46.021,271.851
-1.876,-3.202,0.197,43.457,53.162,298.096
-2.027,-3.018,0.082,45.776,57.922,326.294
-2.220,-2.800,0.042,49.377,60.181,352.234
-2.376,-2.493,0.002,54.138,62.012,375.122
-2.533,-2.131,-0.027,60.425,63.110,394.714
-2.499,-1.691,-0.072,71.106,62.927,409.241
-2.512,-1.255,-0.063,83.008,61.035,418.274
-2.497,-0.826,-0.051,97.229,58.838,420.837
-2.364,-0.483,-0.100,105.896,56.030,418.945
-2.394,-0.012,-0.090,99.915,51.758,415.527
-2.137,0.395,-0.183,87.952,47.241,407.959
-1.908,0.742,-0.221,81.787,43.091,393.921
-1.692,1.041,-0.232,72.693,38.818,376.038
-1.432,1.285,-0.260,64.453,35.645,354.248
-1.205,1.515,-0.263,54.443,33.020,329.712
-1.005,1.678,-0.240,44.800,30.640,301.697
-0.807,1.816,-0.219,29.358,29.175,272.888
-0.634,1.900,-0.215,10.437,28.809,244.263
-0.486,1.930,-0.240,-11.230,29.602,215.271
-0.379,1.956,-0.264,-35.034,30.823,186.890
-0.219,1.986,-0.349,-55.176,32.837,158.752
-0.169,1.984,-0.438,-65.247,34.790,129.578
-0.164,1.963,-0.503,-66.162,34.241,99.609
-0.183,2.031,-0.579,-66.101,31.677,69.763
-0.178,2.226,-0.655,-68.237,26.794,39.734
-0.214,2.485,-0.657,-73.181,18.738,7.385
-0.245,2.769,-0.593,-83.252,8.484,-28.381
-0.282,3.040,-0.532,-95.520,-0.488,-69.458
-0.424,3.273,-0.473,-99.426,-7.568,-115.784
-0.589,3.324,-0.367,-100.220,-15.747,-165.710
-1.122,3.683,-0.083,-109.680,-24.109,-217.102
-1.690,3.864,0.122,-115.845,-28.870,-273.254
-2.015,3.978,0.448,-123.230,-34.119,-336.487
-2.702,3.807,0.667,-147.888,-34.607,-400.879
-3.467,3.290,0.857,-147.522,-34.180,-469.238
-4.000,2.705,0.781,-149.475,-29.297,-528.503
-4.000,1.926,0.650,-145.691,-26.550,-579.651
-4.000,1.161,0.788,-145.386,-30.823,-618.469
-4.000,0.457,0.906,-165.710,-36.438,-641.174
-4.000,-0.260,1.026,-185.608,-43.030,-654.846
-4.000,-1.095,1.216,-203.796,-52.490,-662.964
-4.000,-1.925,1.407,-190.918,-58.105,-668.335
-4.000,-3.207,1.516,-154.480,-55.481,-667.175

-3.996,-4.000,0.626,-91.431,-24.536,-594.177
-3.268,-4.000,0.229,-71.655,-17.700,-514.404
-2.700,-4.000,0.105,-63.477,-17.883,-422.546
-2.213,-4.000,0.115,-64.819,-19.592,-333.923
-1.925,-4.000,0.124,-54.199,-20.386,-260.437
-1.749,-4.000,0.095,-32.104,-18.677,-201.538
-1.667,-4.000,0.011,-6.592,-15.930,-152.405
-1.649,-4.000,-0.099,7.812,-14.832,-106.140
-1.601,-3.700,-0.175,8.362,-16.724,-58.960
-1.568,-3.183,-0.156,2.991,-21.057,-14.832
-1.554,-2.661,-0.062,-1.587,-25.696,20.508
-1.514,-2.209,0.045,-6.470,-28.748,47.668
-1.463,-1.812,0.172,-10.864,-29.663,67.444
-1.418,-1.404,0.286,-13.184,-27.649,80.017
-1.365,-1.259,0.269,-10.498,-22.644,86.731
-1.286,-0.890,0.276,-9.521,-16.174,89.966
-1.231,-0.557,0.304,-10.742,-9.888,88.623
-1.161,-0.400,0.272,-12.817,-3.235,80.627
-1.109,-0.346,0.178,-6.836,2.930,68.359
-1.065,-0.389,0.034,-2.808,7.568,56.641
-1.036,-0.426,-0.077,-3.235,9.644,47.974
-1.004,-0.406,-0.150,-8.118,9.277,42.480
-0.971,-0.366,-0.180,-14.404,6.958,37.659
-0.941,-0.354,-0.163,-17.456,4.211,32.166
-0.922,-0.361,-0.109,-17.578,1.831,25.391
-0.901,-0.438,-0.038,-16.846,0.366,18.066
-0.866,-0.552,-0.012,-15.015,0.671,11.780
-0.840,-0.683,-0.018,-11.719,1.892,7.629
-0.821,-0.811,-0.045,-8.667,2.686,5.432
-0.821,-0.904,-0.079,-6.714,3.418,6.165
-0.829,-0.923,-0.098,-5.066,3.052,9.155
-0.836,-0.864,-0.113,-4.333,2.502,13.245
-0.833,-0.779,-0.127,-3.662,1.526,16.724
-0.844,-0.702,-0.116,-3.052,-0.122,18.677
-0.844,-0.620,-0.085,-3.235,-1.831,19.226
-0.843,-0.565,-0.055,-2.136,-2.930,18.433
-0.836,-0.545,-0.020,1.343,-3.723,16.174
-0.828,-0.507,0.021,4.456,-4.028,13.855
-0.814,-0.487,0.057,7.446,-3.662,10.986
-0.809,-0.510,0.077,11.108,-2.625,7.690
-0.809,-0.502,0.116,10.681,-1.343,5.066
-0.804,-0.491,0.118,10.193,1.160,2.930
-0.795,-0.479,0.096,6.714,3.357,1.160
-0.790,-0.498,0.084,5.920,5.554,-1.099
-0.787,-0.544,0.073,6.897,7.324,-3.174
-0.798,-0.600,0.016,7.935,9.216,-4.822
-0.800,-0.654,-0.058,8.179,10.254,-5.737
-0.821,-0.703,-0.098,6.104,9.460,-5.371
-0.810,-0.705,-0.094,1.587,7.202,-3.845
-0.811,-0.689,-0.059,-1.221,5.127,-2.319
-0.807,-0.683,-0.024,-0.488,3.967,-1.587
-0.816,-0.696,0.006,1.709,3.723,-1.465
-0.803,-0.697,0.014,2.747,3.845,-1.221
-0.802,-0.690,-0.009,3.113,4.578,-0.488
-0.797,-0.688,-0.041,4.944,5.188,0.305
-0.807,-0.675,-0.056,5.493,4.517,1.404
-0.803,-0.656,-0.047,5.554,3.479,2.380
-0.800,-0.650,-0.029,4.578,2.502,3.052
-0.796,-0.661,-0.006,5.188,2.075,2.991
-0.807,-0.675,0.014,6.470,1.892,3.296
-0.802,-0.649,0.009,5.920,2.319,4.517
-0.800,-0.613,-0.007,5.127,2.808,5.554
-0.803,-0.610,-0.026,4.639,3.052,5.737
-0.805,-0.629,-0.032,5.005,2.869,5.127
-0.818,-0.635,-0.033,4.211,2.686,5.249
-0.813,-0.591,-0.048,2.441,2.625,5.920
-0.806,-0.540,-0.056,0.977,2.563,6.165
-0.798,-0.530,-0.043,1.892,2.197,4.395
-0.789,-0.583,-0.014,5.310,1.953,1.587
-0.784,-0.688,-0.003,9.094,2.502,-0.610
-0.791,-0.753,-0.031,9.460,3.296,0.061
-0.789,-0.718,-0.079,7.019,3.967,3.235
-0.794,-0.658,-0.105,4.395,3.357,6.348
-0.783,-0.636,-0.088,1.465,2.075,7.629
-0.770,-0.663,-0.038,1.343,0.977,7.324
-0.764,-0.711,0.012,4.700,1.160,6.592
-0.780,-0.746,0.035,8.240,2.258,6.836
-0.785,-0.718,0.005,8.545,3.845,8.789
-0.792,-0.648,-0.041,5.493,5.005,11.536
-0.798,-0.591,-0.080,3.784,5.005,12.695
-0.797,-0.566,-0.090,3.601,4.272,12.085
-0.792,-0.571,-0.064,5.188,3.052,10.437
-0.791,-0.603,-0.022,7.690,2.197,8.362
-0.799,-0.638,0.013,10.620,2.502,6.836
-0.810,-0.656,0.019,11.292,2.930,6.409
-0.807,-0.650,-0.043,9.399,4.028,6.897
-0.812,-0.610,-0.115,7.324,4.150,7.690
-0.811,-0.558,-0.132,5.066,2.563,8.362
-0.810,-0.524,-0.092,3.479,0.061,7.324
-0.801,-0.526,-0.027,4.456,-1.831,5.188
-0.798,-0.556,0.030,7.080,-2.319,2.441
-0.788,-0.612,0.048,8.179,-1.587,0.488
-0.786,-0.629,0.018,6.775,-0.122,0.366
-0.777,-0.620,-0.010,6.958,0.671,0.793
-0.788,-0.603,0.002,5.493,0.549,0.916
-0.781,-0.602,0.042,4.028,0.122,0.610
-0.786,-0.635,0.075,3.845,0.671,-0.366
-0.786,-0.684,0.048,4.639,2.319,-1.160
-0.793,-0.722,-0.044,5.005,4.150,-0.610
-0.794,-0.714,-0.110,4.089,4.150,1.221
-0.796,-0.680,-0.112,1.343,2.441,2.991
-0.793,-0.665,-0.071,0.305,0.427,3.906
-0.794,-0.657,-0.027,1.709,-0.671,3.662
-0.793,-0.655,-0.009,5.127,-0.488,2.686
-0.794,-0.666,-0.023,8.667,0.366,1.831
-0.794,-0.660,-0.054,8.911,0.916,1.953
-0.790,-0.636,-0.057,7.202,0.549,2.686
-0.791,-0.600,-0.029,5.554,-0.427,3.235
-0.793,-0.574,0.016,4.639,-0.732,2.869
-0.800,-0.557,0.046,4.150,-0.061,1.648
-0.801,-0.544,0.034,4.395,1.465,0.244
-0.796,-0.569,-0.019,4.578,2.747,-1.221
-0.798,-0.599,-0.063,3.540,3.174,-1.892
-0.794,-0.602,-0.064,1.770,2.441,-1.831
-0.786,-0.609,-0.026,0.488,1.404,-1.892
-0.787,-0.645,0.013,1.465,1.282,-2.930
-0.787,-0.685,0.017,2.502,2.014,-3.357
-0.776,-0.738,-0.032,2.808,2.930,-3.113
-0.785,-0.778,-0.112,1.587,3.479,-1.587

-1.202,-1.566,0.196,-3.662,6.165,-22.461
-1.204,-1.854,0.100,-7.202,11.963,-11.902
-1.263,-2.155,0.012,-10.010,16.541,1.526
-1.300,-2.350,-0.094,-14.038,19.287,20.874
-1.347,-2.436,-0.173,-15.076,20.142,44.556
-1.386,-2.374,-0.237,-11.169,19.348,69.031
-1.416,-2.316,-0.306,-9.521,17.517,91.736
-1.429,-2.296,-0.384,-7.080,14.038,111.877
-1.453,-2.267,-0.452,0.000,8.789,130.737
-1.462,-2.177,-0.479,5.249,1.892,149.902
-1.488,-2.138,-0.432,10.559,-6.409,167.358
-1.506,-2.146,-0.358,16.602,-14.587,183.472
-1.519,-2.155,-0.297,22.583,-21.240,199.707
-1.540,-2.114,-0.236,30.457,-27.344,215.942
-1.542,-2.036,-0.171,37.903,-32.837,231.689
-1.564,-1.949,-0.098,42.908,-37.842,246.216
-1.555,-1.798,-0.047,46.265,-41.931,259.827
-1.564,-1.579,0.016,50.354,-45.593,272.949
-1.499,-1.305,0.077,53.345,-48.279,282.837
-1.421,-1.078,0.168,56.091,-50.354,288.452
-1.312,-0.907,0.288,58.899,-50.842,290.283
-1.168,-0.789,0.391,59.570,-48.950,289.734
-1.027,-0.747,0.469,61.768,-43.884,287.170
-0.960,-0.776,0.488,65.369,-36.377,284.180
-0.847,-0.783,0.398,67.444,-27.893,282.898
-0.778,-0.697,0.311,67.383,-20.691,284.302
-0.702,-0.572,0.240,66.284,-14.954,285.706
-0.688,-0.471,0.194,64.758,-10.925,285.522
-0.650,-0.358,0.122,61.829,-7.080,284.668
-0.619,-0.201,0.048,59.692,-4.089,283.813
-0.571,-0.002,-0.051,60.181,-1.526,281.921
-0.492,0.217,-0.153,63.110,0.122,277.832
-0.431,0.413,-0.238,69.885,0.427,270.264
-0.377,0.570,-0.295,81.421,-0.977,259.399
-0.365,0.689,-0.319,99.487,-3.662,246.521
-0.390,0.818,-0.380,123.901,-7.019,232.361
-0.407,1.067,-0.423,142.517,-13.306,219.238
-0.408,1.445,-0.389,159.485,-22.217,204.773
-0.435,1.898,-0.292,168.274,-32.043,186.462
-0.433,2.487,-0.129,168.640,-41.077,162.781
-0.351,3.211,0.118,161.865,-47.852,132.141
-0.315,3.964,0.462,147.400,-50.842,91.675
-0.338,4.000,0.794,121.582,-47.058,39.124
-0.434,4.000,0.993,86.609,-34.912,-24.048
-0.660,4.000,1.092,55.298,-17.944,-101.563
-1.177,4.000,1.162,25.879,-0.244,-190.735
-1.941,4.000,1.167,-1.587,18.005,-287.659
-2.780,4.000,1.111,-22.949,35.156,-381.653
-3.610,3.512,1.043,-40.283,49.561,-462.463
-4.000,2.371,0.944,-59.814,60.791,-525.391
-4.000,1.297,0.835,-86.609,68.176,-571.167
-4.000,0.210,0.735,-116.028,70.129,-601.929
-4.000,-0.985,0.593,-142.090,68.298,-620.850
-4.000,-2.323,0.369,-143.372,64.331,-626.221
-4.000,-3.509,0.063,-124.207,60.303,-612.488
-4.000,-4.000,-0.117,-116.150,52.612,-574.768
-3.865,-4.000,-0.159,-116.760,41.260,-523.132
-3.246,-4.000,-0.044,-122.314,29.602,-462.585
-2.717,-4.000,0.056,-109.497,22.827,-401.489
-2.277,-4.000,0.039,-72.815,22.888,-344.299
-1.973,-4.000,-0.088,-29.419,26.550,-286.865
-1.723,-4.000,-0.282,-1.221,28.992,-224.426
-1.547,-4.000,-0.388,9.216,26.428,-153.992
-1.457,-4.000,-0.341,11.536,19.104,-80.261
-1.434,-4.000,-0.141,12.268,10.986,-9.033
-1.500,-4.000,0.163,20.020,5.981,54.932
-1.675,-4.000,0.231,30.457,6.836,112.976
-1.830,-4.000,0.277,31.433,10.132,167.969
-1.964,-3.690,0.464,35.828,13.306,212.524
-2.059,-3.271,0.676,38.147,18.127,244.690
-2.105,-3.171,0.698,45.593,27.649,267.883
-2.166,-3.215,0.645,57.556,38.086,289.246
-2.293,-3.313,0.603,71.594,46.509,312.073
-2.462,-3.267,0.556,79.895,53.528,338.989
-2.607,-3.096,0.505,86.548,59.998,367.371
-2.821,-2.919,0.475,101.746,64.331,392.151
-3.020,-2.621,0.461,124.146,66.711,414.490
-3.168,-2.195,0.489,152.344,66.101,433.960
-3.308,-1.740,0.569,177.795,62.134,449.158
-3.488,-1.201,0.661,184.143,57.068,462.952
-3.466,-0.548,0.512,163.269,57.434,476.013
-3.164,0.024,0.230,138.306,59.326,480.652
-2.948,0.462,0.047,112.183,57.251,474.243
-2.642,0.750,-0.081,98.633,53.406,457.886
-2.337,0.985,-0.107,95.886,48.279,435.913
-2.112,1.142,-0.066,103.455,43.762,410.034
-1.859,1.275,-0.062,115.234,40.588,381.592
-1.596,1.377,-0.108,122.559,37.903,352.661
-1.349,1.549,-0.115,118.164,33.752,325.500
-1.120,1.654,-0.100,109.131,29.907,298.340
-0.925,1.753,-0.065,92.346,26.428,271.606
-0.744,1.830,-0.025,72.205,24.780,245.239
-0.601,1.928,0.035,49.500,24.719,219.177
-0.475,2.051,0.071,29.114,27.466,191.345
-0.367,2.190,0.028,12.634,33.447,161.560
-0.234,2.221,-0.111,2.747,40.222,128.784
-0.243,2.227,-0.230,-8.362,44.373,95.459
-0.182,2.215,-0.371,-20.813,45.654,61.768
-0.204,2.182,-0.442,-34.790,43.091,29.480
-0.208,2.120,-0.500,-48.279,38.574,-1.404
-0.230,2.067,-0.506,-62.927,32.837,-30.884
-0.292,2.007,-0.446,-80.078,25.513,-59.448
-0.379,2.001,-0.367,-97.717,18.311,-87.646
-0.464,2.059,-0.278,-117.432,11.536,-115.479
-0.627,2.176,-0.174,-137.085,5.554,-144.104
-0.849,2.344,-0.112,-152.466,0.549,-176.392
-1.107,2.552,-0.084,-158.997,-3.784,-214.478
-1.460,2.745,-0.004,-152.771,-9.155,-258.484
-1.874,2.948,0.111,-136.780,-14.771,-309.326
-2.418,3.189,0.277,-136.597,-18.799,-362.488
-3.128,3.226,0.431,-138.977,-21.667,-421.021
-3.922,3.115,0.519,-155.762,-23.437,-480.225
-4.000,2.822,0.562,-181.213,-27.405,-536.316
-4.000,2.403,0.630,-216.064,-37.170,-587.646
-4.000,1.899,0.861,-255.920,-55.359,-632.324
-4.000,1.322,1.306,-282.349,-79.468,-673.523
-4.000,0.521,1.865,-274.475,-99.731,-715.881
-4.000,-0.610,2.405,-234.009,-105.896,-756.287
-4.000,-1.846,2.740,-179.260,-92.529,-782.043

-4.000,-4.000,1.978,-74.463,-20.813,-766.113
-4.000,-4.000,1.065,-57.556,11.414,-710.999
-4.000,-4.000,0.569,-86.975,21.667,-619.873
-3.771,-4.000,0.554,-122.375,14.648,-516.479
-3.064,-4.000,0.635,-126.953,9.827,-420.593
-2.551,-4.000,0.492,-93.689,13.916,-336.426
-2.182,-4.000,0.103,-59.875,21.423,-253.052
-1.947,-4.000,-0.233,-52.673,22.156,-162.903
-1.860,-4.000,-0.300,-63.171,13.733,-73.425
-1.832,-4.000,-0.324,-77.942,4.211,4.517
-1.825,-3.733,-0.170,-86.060,-2.686,66.467
-1.867,-2.863,-0.051,-84.351,-6.836,112.610
-1.910,-2.115,-0.106,-76.416,-5.249,144.287
-1.923,-1.401,-0.166,-63.843,-4.761,164.673
-1.878,-0.732,-0.158,-56.335,-6.531,175.598
-1.777,-0.164,-0.093,-49.927,-9.338,175.659
-1.629,0.262,0.002,-37.415,-10.925,165.894
-1.470,0.529,0.106,-23.621,-11.292,148.987
-1.338,0.584,0.223,-12.756,-10.498,127.502
-1.219,0.561,0.299,-10.437,-7.751,106.873
-1.095,0.534,0.306,-13.794,-2.747,89.417
-1.016,0.440,0.262,-10.254,2.380,71.594
-0.952,0.249,0.206,-7.324,6.836,54.749
-0.895,0.007,0.149,-7.141,10.315,41.748
-0.852,-0.243,0.118,-8.972,12.695,33.203
-0.832,-0.451,0.095,-11.536,14.709,29.358
-0.845,-0.567,0.070,-13.733,16.357,29.053
-0.848,-0.603,0.009,-16.357,18.066,30.823
-0.866,-0.552,-0.058,-16.541,19.043,33.447
-0.879,-0.441,-0.117,-13.489,18.860,35.278
-0.894,-0.334,-0.129,-9.277,17.029,34.241
-0.924,-0.295,-0.120,-4.578,14.954,31.006
-0.930,-0.297,-0.173,-2.136,13.367,27.283
-0.926,-0.252,-0.204,-0.610,10.559,24.109
-0.914,-0.208,-0.171,4.333,6.775,19.958
-0.907,-0.237,-0.079,9.705,2.991,14.709
-0.932,-0.325,-0.012,11.597,1.038,9.705
-0.920,-0.366,-0.067,6.348,0.916,7.874
-0.908,-0.359,-0.106,3.906,-0.122,6.836
-0.893,-0.360,-0.065,5.554,-2.869,4.700
-0.879,-0.391,0.013,8.179,-4.761,2.319
-0.878,-0.476,0.086,11.353,-4.883,-0.122
-0.879,-0.554,0.094,11.108,-3.906,-0.977
-0.879,-0.587,0.059,7.324,-2.441,0.061
-0.871,-0.590,0.038,4.150,-1.648,2.380
-0.869,-0.584,0.060,3.479,-1.465,4.272
-0.859,-0.580,0.106,3.784,-0.977,5.737
-0.872,-0.628,0.147,5.066,0.671,6.592
-0.891,-0.663,0.121,4.578,2.930,8.057
-0.895,-0.645,0.036,1.709,5.066,10.925
-0.904,-0.551,-0.011,-0.549,5.615,14.587
-0.898,-0.426,-0.005,-1.831,4.761,16.724
-0.881,-0.364,0.032,-1.465,3.662,15.686
-0.875,-0.405,0.074,2.380,3.967,12.451
-0.867,-0.485,0.073,5.859,5.066,9.216
-0.863,-0.563,0.020,7.690,6.409,8.118
-0.865,-0.600,-0.022,7.324,6.714,9.216
-0.864,-0.577,-0.005,6.104,5.432,11.292
-0.857,-0.530,0.053,4.883,3.784,13.245
-0.869,-0.510,0.108,5.920,3.662,13.672
-0.879,-0.499,0.098,7.507,5.310,13.611
-0.890,-0.450,0.039,9.094,7.202,13.489
