aX,aY,aZ,gX,gY,gZ
-0.242,-0.849,-0.681,7.324,-75.562,58.899
-0.222,-1.040,-0.476,15.625,-87.097,64.209
-0.159,-1.190,-0.287,25.452,-94.910,73.303
-0.102,-1.302,-0.162,33.325,-98.816,86.487
-0.057,-1.353,-0.116,45.349,-99.487,101.318
-0.008,-1.375,-0.154,65.552,-98.877,115.784
0.021,-1.402,-0.222,91.492,-100.159,129.028
0.022,-1.437,-0.255,106.323,-105.042,144.409
-0.023,-1.461,-0.241,106.323,-113.342,163.513
-0.087,-1.293,-0.157,93.994,-123.230,187.134
-0.167,-0.931,-0.067,75.012,-132.446,212.402
-0.183,-0.458,-0.033,58.472,-139.954,232.483
-0.125,0.002,0.045,54.016,-147.156,243.774
-0.053,0.401,0.299,57.495,-156.006,246.765
0.037,0.727,0.658,57.678,-162.292,243.652
0.122,0.968,1.012,53.223,-161.804,235.840
0.216,1.152,1.235,38.391,-154.663,227.539
0.308,1.365,1.402,14.282,-144.958,220.398
0.383,1.669,1.500,-10.132,-133.911,213.013
0.452,2.002,1.510,-26.917,-121.216,201.416
0.497,2.315,1.554,-35.278,-109.009,183.472
0.584,2.597,1.703,-36.682,-98.511,158.813
0.636,2.782,1.899,-35.461,-87.524,130.554
0.700,2.906,2.150,-40.588,-75.134,101.013
0.720,3.024,2.402,-59.509,-60.181,72.754
0.691,3.185,2.483,-87.097,-40.894,45.288
0.625,3.407,2.441,-114.746,-20.935,16.785
0.546,3.705,2.475,-135.620,-4.578,-14.771
0.415,4.000,2.603,-156.860,9.827,-52.429
0.226,4.000,2.806,-190.308,23.987,-97.595
-0.159,4.000,2.862,-222.961,41.199,-153.687
-0.661,4.000,2.585,-253.357,60.059,-221.436
-1.511,4.000,2.129,-283.691,72.144,-297.913
-2.346,4.000,1.660,-306.152,70.862,-379.333
-3.144,3.614,1.338,-315.735,55.542,-457.336
-3.817,2.532,1.228,-320.740,28.809,-522.644
-4.000,1.553,1.138,-337.341,-2.869,-570.496
-4.000,0.613,1.272,-343.445,-38.574,-605.347
-4.000,-0.660,1.907,-300.781,-75.989,-633.972
-3.690,-2.105,2.822,-237.732,-95.276,-644.836
-3.109,-3.115,3.144,-198.975,-82.825,-621.948
-2.487,-3.305,2.474,-184.814,-50.903,-571.899
-2.112,-2.918,1.445,-185.059,-28.992,-514.465
-1.779,-2.492,0.875,-190.796,-33.264,-467.529
-1.431,-2.698,0.994,-172.668,-54.016,-441.467
-1.097,-3.292,1.536,-153.320,-72.144,-419.922
-0.662,-3.904,1.811,-132.324,-71.594,-390.015
-0.400,-4.000,1.779,-110.840,-58.472,-349.121
-0.118,-4.000,1.564,-93.628,-43.457,-298.462
-0.013,-4.000,1.474,-90.027,-34.363,-239.441
0.430,-4.000,1.318,-99.609,-28.748,-177.979
0.326,-3.931,1.172,-85.938,-22.278,-126.160
0.335,-3.278,1.146,-76.660,-20.264,-78.552
0.337,-2.671,1.134,-73.669,-18.311,-39.978
0.315,-2.220,1.190,-59.753,-15.442,-13.977
0.329,-1.859,1.192,-44.678,-11.230,3.845
0.300,-1.585,1.139,-31.433,-6.165,17.334
0.298,-1.317,1.066,-24.109,-2.563,28.748
0.306,-1.013,0.995,-23.132,-0.854,38.940
0.325,-0.716,0.954,-23.743,-0.671,45.349
0.344,-0.467,0.933,-20.630,-0.732,46.936
0.362,-0.339,0.882,-14.771,-0.244,43.518
0.380,-0.331,0.834,-7.629,-0.305,37.354
0.414,-0.392,0.812,-1.648,-1.343,31.555
0.445,-0.428,0.813,1.404,-2.930,28.442
0.495,-0.417,0.840,2.441,-4.578,26.917
0.525,-0.404,0.893,3.113,-5.615,26.184
0.552,-0.389,0.950,4.272,-5.493,25.269
0.571,-0.390,0.966,3.479,-4.150,24.292
0.587,-0.404,0.964,2.869,-2.136,23.010
0.585,-0.427,0.961,4.150,0.122,22.278
0.579,-0.428,0.943,5.310,2.197,21.912
0.549,-0.397,0.922,6.104,3.662,22.034
0.531,-0.304,0.873,3.601,5.066,22.583
0.509,-0.217,0.806,1.831,5.981,21.362
0.505,-0.165,0.759,3.113,5.615,17.822
0.515,-0.183,0.754,4.761,4.578,13.123
0.522,-0.257,0.777,5.798,3.296,8.240
0.541,-0.354,0.801,5.798,2.563,4.944
0.538,-0.425,0.807,4.761,2.502,4.089
0.549,-0.450,0.796,3.113,2.869,4.578
0.557,-0.459,0.801,2.930,3.296,5.188

0.554,-0.150,2.770,-0.732,-217.896,-53.894
0.654,-0.281,3.130,10.803,-195.557,-61.951
0.772,-0.405,3.309,20.386,-165.894,-67.505
0.849,-0.595,3.386,19.348,-135.742,-70.862
0.897,-0.792,3.363,6.042,-106.018,-69.946
0.843,-0.847,3.103,-2.380,-75.378,-66.650
0.772,-0.789,2.696,-9.949,-49.377,-61.462
0.660,-0.808,2.359,-11.475,-32.715,-60.181
0.582,-1.057,2.267,-11.841,-25.391,-61.462
0.531,-1.445,2.404,-6.348,-22.583,-61.707
0.546,-1.874,2.717,17.700,-18.921,-58.533
0.561,-2.299,3.179,57.251,-12.085,-49.927
0.597,-2.635,3.767,102.478,-0.305,-34.790
0.561,-2.877,4.000,141.846,18.494,-12.573
0.506,-3.043,4.000,162.231,44.983,15.808
0.385,-3.175,4.000,168.213,76.660,49.194
0.121,-3.135,4.000,162.903,113.892,87.952
-0.194,-2.774,4.000,142.151,156.677,129.822
-0.548,-2.323,4.000,123.779,199.829,166.748
-0.927,-1.831,4.000,119.690,235.535,195.129
-1.245,-1.275,3.713,126.953,264.221,216.980
-1.498,-0.746,3.183,142.883,286.987,231.079
-1.667,-0.289,2.756,152.588,302.307,239.319
-1.802,0.113,2.425,148.743,312.378,243.469
-1.877,0.470,2.090,133.179,320.374,244.080
-1.918,0.772,1.752,111.145,327.454,239.868
-1.959,1.031,1.376,90.210,334.167,230.896
-1.991,1.203,0.932,76.416,339.722,216.309
-1.982,1.306,0.430,66.345,343.262,196.960
-1.976,1.339,-0.027,63.416,341.553,174.133
-1.925,1.278,-0.562,66.101,335.815,150.024
-1.807,1.172,-1.142,75.623,324.524,126.709
-1.692,1.034,-1.640,87.952,302.429,106.873
-1.552,0.935,-2.092,95.764,271.667,91.187
-1.389,0.829,-2.561,100.464,235.291,78.186
-1.219,0.763,-2.798,101.624,187.744,68.115
-1.096,0.692,-2.739,90.637,132.141,60.120
-0.950,0.749,-2.544,68.176,78.186,52.551
-0.826,0.642,-2.290,45.837,30.151,42.908
-0.761,0.448,-1.957,26.978,-11.536,32.837
-0.684,0.262,-1.616,10.864,-46.387,25.513
-0.597,0.101,-1.276,-5.371,-75.073,21.545
-0.491,-0.080,-0.909,-19.104,-97.534,19.409
-0.350,-0.353,-0.489,-28.198,-114.380,18.616
-0.203,-0.646,-0.027,-35.522,-124.146,21.545
-0.039,-0.945,0.375,-39.612,-124.512,29.114
0.134,-1.199,0.653,-43.274,-116.089,42.236
0.258,-1.421,0.749,-48.645,-101.196,60.364
0.323,-1.566,0.564,-52.795,-82.947,82.397
0.364,-1.646,0.245,-48.706,-67.383,105.408
0.336,-1.673,-0.027,-38.513,-58.838,129.272
0.302,-1.650,-0.209,-21.667,-56.946,153.259
0.218,-1.550,-0.289,-7.996,-60.486,178.528
0.117,-1.341,-0.375,-3.662,-66.711,205.200
0.031,-1.020,-0.430,-9.277,-75.806,232.056
-0.080,-0.674,-0.413,-22.522,-87.524,255.859
-0.239,-0.302,-0.361,-39.429,-100.037,277.344
-0.350,0.189,-0.269,-52.734,-112.244,294.983
-0.407,0.809,-0.042,-57.739,-124.817,306.885
-0.450,1.514,0.268,-61.707,-135.376,310.913
-0.380,2.156,0.473,-67.139,-141.663,305.237
-0.420,2.774,0.674,-75.317,-145.569,290.894
-0.401,3.414,0.845,-77.759,-147.827,267.273
-0.253,3.998,1.173,-76.599,-150.757,235.474
-0.172,4.000,1.638,-90.088,-151.917,197.510
-0.092,4.000,1.932,-119.141,-145.264,149.597
-0.056,4.000,1.981,-141.113,-132.202,85.999
-0.137,4.000,1.964,-159.363,-120.483,8.240
-0.360,4.000,1.952,-170.166,-111.755,-81.360
-0.799,4.000,1.893,-178.894,-105.774,-178.589
-1.420,4.000,1.814,-191.895,-103.638,-275.391
-2.169,4.000,1.759,-208.862,-106.995,-364.624
-2.967,4.000,1.750,-223.755,-115.845,-444.702
-3.789,3.863,1.814,-236.267,-129.211,-514.893
-4.000,2.805,1.835,-244.995,-145.142,-574.890
-4.000,1.503,1.909,-252.502,-165.161,-624.451
-4.000,-0.029,2.463,-258.423,-191.040,-658.447
-4.000,-1.803,3.390,-251.831,-210.937,-672.424
-3.888,-3.418,4.000,-232.422,-208.130,-657.410
-2.835,-4.000,4.000,-203.003,-178.650,-610.352
-1.982,-4.000,3.750,-177.612,-139.771,-541.748
-1.221,-4.000,3.175,-151.123,-108.032,-471.619
-0.698,-4.000,2.574,-138.306,-84.473,-401.245
-0.296,-4.000,2.076,-131.714,-70.007,-334.290
0.020,-4.000,1.867,-128.235,-63.904,-273.376
0.264,-3.934,1.855,-119.019,-60.669,-221.741
0.431,-3.896,1.785,-105.225,-53.284,-173.645
0.516,-3.728,1.538,-90.271,-42.358,-126.770
0.545,-3.423,1.265,-76.904,-34.241,-81.421
0.541,-3.055,1.093,-65.735,-31.067,-39.856
0.514,-2.649,1.041,-53.711,-30.579,-4.761
0.464,-2.194,1.055,-39.551,-30.334,24.048
0.406,-1.727,1.056,-24.536,-29.175,46.997
0.372,-1.298,1.037,-12.024,-27.405,63.599
0.366,-0.970,1.062,-3.601,-26.489,73.975
0.369,-0.728,1.099,0.427,-25.391,79.956
0.381,-0.528,1.125,1.465,-23.437,83.496
0.357,-0.348,1.138,3.174,-20.752,84.473
0.357,-0.150,1.176,6.226,-18.188,83.496
0.370,0.053,1.195,9.583,-15.137,79.895
0.391,0.249,1.163,13.306,-10.986,73.486
0.412,0.341,1.145,18.372,-7.751,63.416
0.436,0.288,1.195,18.494,-6.042,51.636
0.448,0.152,1.205,15.015,-3.845,41.565
0.459,0.057,1.141,15.991,-0.183,34.973
0.470,-0.000,1.032,19.592,2.625,30.884
0.485,-0.060,0.971,17.700,3.052,29.236
0.477,-0.127,0.961,10.376,1.648,29.053
0.490,-0.129,0.970,4.700,0.549,30.334
0.494,-0.062,0.942,4.578,0.183,31.555
0.531,-0.021,0.940,10.071,0.122,31.433
0.564,-0.114,1.046,15.198,-0.977,29.785
0.566,-0.258,1.170,18.372,-0.488,29.236
0.555,-0.281,1.152,21.301,3.662,31.982
0.534,-0.169,1.005,27.405,9.155,36.194
0.527,-0.006,0.883,33.264,11.353,39.001
0.518,0.101,0.862,33.813,10.376,39.856
0.529,0.140,0.894,30.457,8.484,38.269
0.539,0.106,0.921,24.231,7.507,36.011

0.726,-1.079,0.643,292.419,-10.071,-38.818
0.721,-0.953,0.569,268.433,-7.812,-30.151
0.712,-0.832,0.464,238.403,-6.104,-23.499
0.695,-0.744,0.369,213.562,-5.859,-19.775
0.682,-0.687,0.298,192.444,-6.775,-18.127
0.655,-0.663,0.230,171.326,-8.667,-17.883
0.627,-0.652,0.161,148.193,-11.292,-17.395
0.590,-0.627,0.093,125.183,-14.893,-16.724
0.562,-0.551,0.026,104.614,-19.531,-15.991
0.523,-0.433,-0.035,90.088,-24.658,-16.418
0.462,-0.267,-0.101,80.139,-29.968,-19.043
0.462,-0.165,-0.198,70.374,-35.706,-24.597
0.452,-0.197,-0.185,65.063,-44.312,-33.813
0.446,-0.324,-0.049,61.401,-54.077,-43.457
0.453,-0.445,0.128,56.824,-61.035,-50.476
0.451,-0.495,0.249,52.856,-63.538,-54.199
0.428,-0.449,0.243,50.720,-61.584,-56.763
0.386,-0.329,0.118,57.861,-57.800,-61.401
0.349,-0.164,-0.009,72.083,-56.335,-69.275
0.325,-0.073,-0.073,85.693,-58.167,-80.383
0.317,-0.116,-0.002,94.482,-62.683,-94.360
0.363,-0.362,0.187,94.177,-67.017,-107.605
0.411,-0.764,0.467,86.060,-69.275,-117.004
0.435,-1.142,0.686,70.374,-66.345,-118.225
0.480,-1.345,0.766,49.011,-58.044,-110.229
0.499,-1.380,0.692,29.541,-47.302,-97.351
0.490,-1.304,0.522,18.555,-37.170,-85.083
0.478,-1.227,0.365,18.738,-30.151,-76.416
0.442,-1.220,0.241,23.499,-26.184,-71.472
0.446,-1.245,0.157,28.076,-24.536,-67.749
0.430,-1.284,0.136,32.715,-25.269,-63.904
0.431,-1.268,0.141,33.875,-26.306,-58.838
0.426,-1.216,0.147,31.006,-27.405,-53.589
0.401,-1.164,0.123,25.574,-27.466,-49.377
0.394,-1.141,0.123,21.667,-28.076,-47.058
0.382,-1.164,0.178,20.325,-29.297,-46.387
0.391,-1.202,0.219,18.738,-29.541,-46.082
0.392,-1.208,0.233,16.968,-28.320,-45.227
0.392,-1.175,0.155,13.977,-26.062,-44.250
0.361,-1.138,0.052,16.785,-24.170,-44.983
0.346,-1.077,-0.026,24.536,-24.292,-47.729
0.409,-1.146,-0.004,33.997,-26.367,-53.406
0.433,-1.411,0.207,47.852,-30.029,-61.096
0.503,-1.805,0.496,58.899,-30.762,-66.040
0.505,-2.285,0.792,62.256,-26.550,-64.331
0.508,-2.648,1.008,59.021,-16.174,-53.467
0.565,-2.938,1.187,55.298,-2.563,-36.438
0.607,-3.335,1.370,55.786,13.367,-18.066
0.675,-3.775,1.561,57.068,32.898,3.052
0.565,-4.000,1.730,66.345,54.626,27.588
0.496,-4.000,1.649,69.275,80.811,63.538
0.051,-4.000,1.273,72.510,108.582,119.568
-0.323,-4.000,0.588,80.688,130.127,194.824
-0.793,-4.000,0.088,83.984,135.986,275.513
-1.219,-4.000,-0.004,84.595,129.272,344.727
-1.597,-3.501,0.204,102.783,119.629,393.372
-1.905,-2.754,0.538,142.273,112.671,426.697
-2.254,-2.041,0.828,190.247,110.352,450.623
-2.641,-1.266,0.759,214.233,113.220,468.750
-2.699,-0.520,0.338,214.783,116.760,479.431
-2.810,0.198,-0.047,204.041,110.779,480.530
-2.659,0.948,-0.363,184.692,96.191,471.985
-2.304,1.907,-0.432,164.795,76.111,455.688
-1.814,2.760,-0.372,148.987,56.885,428.040
-1.701,3.569,-0.476,121.826,43.030,387.024
-1.076,4.000,-0.764,85.388,32.898,333.679
-0.821,4.000,-0.877,47.607,17.639,268.005
-0.438,4.000,-1.076,27.710,2.991,187.012
-0.355,4.000,-1.102,10.071,-13.428,98.999
-0.293,3.515,-0.930,8.301,-31.860,12.390
-0.247,2.257,-0.618,11.963,-46.875,-55.969
-0.198,1.083,-0.325,13.977,-55.847,-101.257
-0.152,-0.041,-0.151,5.371,-58.350,-124.146
-0.137,-1.123,-0.165,-12.329,-56.519,-127.991
-0.045,-2.109,-0.471,-24.170,-52.063,-115.845
0.018,-2.923,-0.813,-22.949,-51.331,-86.670
0.037,-3.355,-1.056,-15.381,-58.289,-41.870
0.026,-3.545,-1.267,-5.554,-69.702,11.963
-0.063,-3.288,-1.447,-0.916,-84.351,71.838
-0.156,-2.667,-1.487,-4.395,-102.600,129.150
-0.294,-1.983,-1.376,-17.334,-122.986,176.575
-0.391,-1.292,-1.326,-31.677,-139.160,212.708
-0.433,-0.624,-1.352,-35.828,-152.832,235.779
-0.451,-0.058,-1.337,-33.020,-167.603,246.338
-0.438,0.411,-1.341,-34.546,-183.350,248.108
-0.434,0.745,-1.364,-47.607,-200.012,245.117
-0.461,0.964,-1.306,-63.354,-219.177,238.586
-0.482,1.085,-1.102,-77.698,-240.112,231.323
-0.543,1.185,-0.830,-94.910,-259.644,225.281
-0.619,1.333,-0.655,-110.352,-275.574,220.459
-0.696,1.600,-0.519,-126.038,-290.100,217.590
-0.782,1.843,-0.431,-140.259,-304.504,213.013
-0.883,2.007,-0.293,-154.724,-321.289,205.383
-1.004,2.177,0.025,-170.898,-340.576,198.059
-1.067,2.388,0.529,-186.157,-358.337,191.650
-1.092,2.695,1.178,-187.988,-369.690,182.373
-0.957,3.139,1.966,-181.335,-372.437,169.434
-0.756,3.712,2.901,-176.575,-365.051,152.161
-0.477,4.000,3.642,-178.040,-341.919,127.686
-0.295,4.000,4.000,-189.453,-304.016,94.666
-0.104,4.000,4.000,-197.449,-259.888,47.974
-0.064,4.000,4.000,-195.740,-216.187,-13.000
-0.155,4.000,4.000,-194.031,-172.546,-86.792
-0.462,4.000,3.802,-196.106,-132.019,-169.067
-0.969,4.000,3.371,-190.796,-98.816,-256.470
-1.611,4.000,2.909,-185.059,-73.914,-342.773
-2.325,4.000,2.364,-180.115,-57.129,-422.424
-3.020,3.495,1.820,-177.124,-49.744,-490.540
-3.719,2.661,1.458,-188.354,-56.030,-543.274
-4.000,1.849,1.453,-216.248,-76.233,-583.801
-4.000,0.801,1.643,-252.441,-104.065,-615.723
-4.000,-0.544,1.897,-280.823,-131.592,-637.085
-4.000,-2.018,2.554,-308.044,-159.912,-638.428
-3.423,-3.472,3.598,-321.899,-180.847,-615.601
-2.447,-4.000,4.000,-304.932,-176.514,-568.359
-1.545,-4.000,4.000,-264.038,-143.311,-502.502
-0.911,-4.000,3.657,-216.858,-99.854,-430.420
-0.421,-3.775,2.778,-175.903,-62.134,-366.699
-0.138,-3.802,2.383,-144.592,-40.710,-320.923

0.185,-3.718,1.468,-98.694,-7.874,-232.056
0.207,-3.193,0.863,-88.074,0.732,-184.570
0.179,-2.682,0.424,-81.360,-1.465,-146.362
0.171,-2.247,0.199,-72.693,-11.536,-118.652
0.183,-1.874,0.214,-61.951,-26.367,-98.633
0.238,-1.569,0.365,-54.565,-40.955,-84.167
0.336,-1.418,0.568,-49.683,-51.880,-74.341
0.447,-1.451,0.852,-41.626,-59.021,-67.688
0.546,-1.583,1.130,-31.128,-60.425,-60.486
0.623,-1.680,1.319,-20.935,-55.481,-49.744
0.660,-1.651,1.378,-14.099,-46.326,-35.278
0.658,-1.475,1.297,-8.667,-35.583,-19.165
0.620,-1.247,1.144,-3.540,-26.123,-5.249
0.567,-1.041,1.019,1.648,-20.325,4.517
0.504,-0.875,0.928,1.709,-17.822,11.597
0.497,-0.722,0.812,-1.770,-17.029,16.541
0.487,-0.628,0.740,0.732,-18.372,18.188
0.504,-0.585,0.739,8.362,-21.423,17.273
0.545,-0.615,0.815,14.832,-25.085,15.686
0.585,-0.703,0.962,15.259,-28.137,15.625
0.609,-0.762,1.106,11.780,-28.992,17.761
0.654,-0.756,1.183,10.315,-26.306,21.667
0.656,-0.741,1.191,15.198,-21.362,25.818
0.662,-0.702,1.189,17.395,-16.602,30.273
0.665,-0.669,1.207,11.719,-13.000,35.461
0.656,-0.628,1.243,4.272,-9.583,40.833
0.627,-0.557,1.253,0.244,-5.493,44.922
0.610,-0.432,1.178,1.526,-0.122,47.485
0.591,-0.309,1.055,7.812,5.127,47.668
0.585,-0.240,0.950,16.113,8.301,45.227
0.581,-0.248,0.889,23.560,9.338,41.382
0.579,-0.293,0.861,28.625,8.911,37.781
0.586,-0.346,0.834,33.997,8.301,34.973
0.593,-0.419,0.784,42.603,7.751,33.569
0.609,-0.480,0.785,47.852,6.042,34.668
0.628,-0.508,0.854,44.067,3.357,38.391
0.641,-0.488,0.960,33.691,1.526,44.373
0.625,-0.412,1.047,21.179,1.953,50.842
0.625,-0.279,1.059,12.573,4.578,55.725
0.623,-0.125,1.031,12.085,9.094,58.228
0.616,-0.001,0.987,18.127,13.428,57.556
0.623,0.087,0.941,23.132,16.846,54.443
0.618,0.134,0.888,24.658,19.653,50.293
0.594,0.149,0.792,23.437,22.095,45.654
0.595,0.161,0.655,21.118,23.560,41.199
0.595,0.161,0.539,19.348,22.339,37.415
0.599,0.152,0.501,16.418,18.616,34.058
0.608,0.131,0.531,10.376,13.733,31.372
0.619,0.128,0.593,4.150,10.071,29.236
0.620,0.154,0.640,-0.366,7.935,26.855
0.637,0.191,0.663,-1.465,7.385,23.499
0.641,0.178,0.673,1.770,7.385,18.799
0.644,0.117,0.661,7.507,8.057,13.306
0.651,0.026,0.645,12.939,8.301,8.362
0.653,-0.070,0.602,15.869,8.118,5.188
0.656,-0.136,0.555,16.846,7.385,4.089
0.660,-0.179,0.537,17.761,5.188,4.211
0.665,-0.209,0.578,16.541,2.197,4.883
0.668,-0.221,0.656,11.536,-0.427,6.836
0.668,-0.182,0.719,5.493,-1.404,9.094
0.672,-0.103,0.752,1.038,-1.160,10.681
0.684,-0.032,0.768,-0.671,-0.549,10.803
0.672,-0.006,0.786,-1.160,0.427,8.789
0.664,-0.022,0.774,-1.221,2.136,5.859
0.645,-0.069,0.726,0.244,3.906,2.808
0.631,-0.124,0.649,3.052,4.944,0.000
0.632,-0.167,0.584,5.737,4.456,-1.343
0.633,-0.201,0.570,5.920,2.197,-1.831
0.655,-0.239,0.617,4.028,-0.977,-2.258
0.669,-0.303,0.716,1.770,-3.723,-1.770
0.683,-0.355,0.779,-0.671,-4.272,-0.793
0.684,-0.340,0.794,-1.221,-3.296,1.770
0.687,-0.272,0.782,-0.793,-1.587,4.639
0.676,-0.220,0.763,0.183,-0.488,5.798
0.664,-0.209,0.744,1.099,0.122,5.432
0.646,-0.229,0.719,2.991,0.549,4.395
0.632,-0.227,0.661,6.775,0.977,3.784
0.633,-0.202,0.597,9.766,0.183,3.540
0.633,-0.191,0.586,11.719,-2.319,2.808
0.642,-0.222,0.629,12.085,-5.310,1.831
0.659,-0.260,0.716,9.521,-7.812,1.831
0.685,-0.297,0.824,6.104,-9.399,2.869
0.696,-0.318,0.911,3.967,-8.728,4.517
0.693,-0.297,0.920,3.357,-5.798,6.470
0.693,-0.247,0.893,2.625,-2.930,8.423
0.690,-0.221,0.877,-0.244,-1.160,9.399
0.687,-0.229,0.873,-3.052,0.000,9.460
0.681,-0.228,0.865,-5.005,1.587,9.583
0.662,-0.205,0.830,-5.310,3.174,10.071
0.639,-0.157,0.736,-4.395,4.883,9.888
0.633,-0.088,0.633,-1.282,5.066,9.033
0.629,-0.065,0.588,2.625,3.174,6.531
0.635,-0.102,0.616,5.066,0.122,3.113
0.651,-0.162,0.689,6.226,-2.686,0.732
0.660,-0.203,0.767,7.263,-4.150,-0.244
0.676,-0.219,0.789,7.141,-3.967,-0.244
0.683,-0.233,0.786,6.592,-2.930,0.488
0.686,-0.249,0.779,5.981,-2.197,1.160
0.684,-0.253,0.765,6.104,-1.404,2.197
0.681,-0.240,0.749,7.202,-0.549,3.357
0.673,-0.221,0.739,8.118,-0.305,4.272
0.656,-0.198,0.738,7.385,-0.427,4.883
0.644,-0.154,0.704,6.470,-0.671,5.310
0.641,-0.088,0.666,7.263,-1.038,5.127
0.643,-0.057,0.659,8.362,-2.197,3.113
0.651,-0.094,0.698,9.338,-4.028,0.305
0.667,-0.167,0.770,8.484,-5.371,-1.404
0.690,-0.238,0.860,5.493,-5.798,-1.709
0.705,-0.284,0.937,2.014,-4.883,-1.221
0.710,-0.304,0.947,-0.366,-2.136,-0.061
0.701,-0.291,0.899,-0.427,1.465,1.648
0.688,-0.252,0.818,0.427,4.517,3.296
0.673,-0.221,0.748,1.465,5.920,4.089
0.664,-0.214,0.718,1.465,5.676,4.272
0.661,-0.222,0.706,1.465,5.066,4.150
0.653,-0.234,0.680,2.075,4.333,4.028
0.647,-0.237,0.626,3.418,3.662,4.272
0.642,-0.220,0.596,4.822,2.197,4.700
0.647,-0.202,0.618,5.005,-0.488,5.249

-0.035,-2.549,1.024,98.267,-108.826,-271.057
0.047,-2.922,1.143,81.787,-94.604,-255.798
0.057,-3.124,1.078,67.810,-77.576,-232.544
0.029,-3.103,0.893,59.326,-60.486,-206.909
-0.044,-3.024,0.660,57.495,-47.607,-183.655
-0.086,-3.024,0.510,57.007,-40.344,-164.429
-0.156,-3.226,0.516,54.626,-37.842,-149.048
-0.189,-3.507,0.528,51.697,-34.912,-132.629
-0.167,-3.821,0.524,56.091,-30.762,-113.464
-0.161,-4.000,0.606,59.204,-27.222,-90.454
-0.374,-4.000,0.746,54.993,-23.682,-61.096
-0.217,-4.000,0.919,40.222,-19.348,-24.841
-0.398,-4.000,1.140,42.358,-13.428,14.771
-0.491,-4.000,1.313,46.082,-3.540,62.561
-0.591,-4.000,1.508,53.162,7.629,114.441
-0.767,-4.000,1.674,55.603,20.264,168.030
-0.979,-4.000,1.708,52.368,35.583,222.839
-1.259,-4.000,1.667,55.542,50.781,276.001
-1.555,-4.000,1.672,64.880,64.575,326.782
-1.793,-3.509,1.789,76.111,76.721,369.812
-2.063,-2.874,1.959,85.876,90.332,403.015
-2.326,-2.293,1.966,88.440,108.337,428.223
-2.591,-1.724,1.683,83.679,129.028,447.815
-2.830,-1.211,1.166,68.298,148.987,461.548
-3.027,-0.695,0.583,55.786,163.147,468.079
-3.050,0.009,0.011,58.472,168.640,468.079
-2.916,0.705,-0.397,77.271,162.781,458.618
-2.604,1.420,-0.538,96.802,147.217,438.843
-2.224,1.938,-0.584,117.126,128.052,407.227
-1.830,2.340,-0.532,129.333,105.469,366.638
-1.593,2.467,-0.444,119.995,84.717,320.618
-1.424,2.481,-0.720,91.675,72.205,273.560
-1.213,2.502,-1.088,73.120,60.059,228.149
-0.974,2.566,-1.266,66.650,38.452,184.570
-0.799,2.515,-1.220,57.373,12.878,141.113
-0.667,2.235,-1.132,39.978,-9.216,99.243
-0.515,1.835,-0.974,14.954,-28.931,62.317
-0.379,1.376,-0.715,-11.169,-46.082,33.081
-0.226,0.812,-0.398,-32.166,-58.716,10.742
-0.117,0.181,-0.082,-53.467,-65.491,-3.052
-0.013,-0.425,0.100,-70.679,-63.660,-7.202
0.077,-0.878,0.134,-83.496,-55.847,-2.319
0.134,-1.248,0.039,-86.060,-45.105,8.606
0.102,-1.569,-0.225,-74.646,-33.813,23.132
0.046,-1.797,-0.705,-53.223,-24.719,40.771
-0.012,-1.896,-1.220,-25.635,-24.231,62.439
-0.074,-1.796,-1.598,-7.141,-36.316,88.318
-0.114,-1.579,-1.776,-2.686,-59.082,114.807
-0.139,-1.359,-1.747,-10.437,-87.341,138.916
-0.135,-1.162,-1.534,-22.095,-115.417,160.034
-0.118,-0.997,-1.221,-37.598,-139.404,178.894
-0.125,-0.796,-0.977,-52.063,-156.372,195.679
-0.094,-0.511,-0.836,-59.204,-166.992,209.778
-0.078,-0.272,-0.694,-62.256,-176.270,219.666
-0.133,-0.080,-0.545,-68.665,-185.303,226.929
-0.129,0.205,-0.443,-79.346,-193.298,233.826
-0.130,0.579,-0.320,-92.285,-201.721,239.868
-0.124,0.976,-0.174,-114.685,-210.510,243.347
-0.132,1.356,0.010,-147.034,-218.506,244.873
-0.154,1.650,0.120,-184.326,-224.182,243.408
-0.123,1.963,0.109,-216.614,-227.234,239.197
-0.134,2.248,0.178,-229.797,-231.567,229.675
-0.117,2.424,0.448,-217.834,-237.854,212.708
-0.090,2.446,0.957,-190.979,-243.896,189.941
-0.028,2.444,1.535,-165.649,-244.507,167.053
0.014,2.506,2.015,-154.114,-236.633,148.132
0.083,2.772,2.344,-157.715,-222.473,132.568
0.144,3.206,2.516,-162.659,-203.796,115.173
0.208,3.647,2.613,-157.471,-183.350,89.783
0.221,4.000,2.701,-157.532,-164.124,57.190
0.200,4.000,2.708,-171.082,-144.958,18.188
0.089,4.000,2.623,-186.646,-126.770,-29.480
-0.092,4.000,2.448,-195.374,-110.901,-89.294
-0.392,4.000,2.356,-189.392,-98.572,-160.889
-0.835,4.000,2.304,-173.828,-88.867,-239.136
-1.341,4.000,2.282,-162.842,-81.177,-315.369
-1.870,3.796,2.260,-163.513,-75.439,-382.263
-2.408,3.146,2.184,-173.218,-71.838,-438.965
-2.943,2.447,2.025,-189.392,-71.594,-487.427
-3.368,1.633,1.924,-206.970,-77.209,-528.076
-3.508,0.564,2.129,-226.318,-91.125,-560.120
-3.517,-0.653,2.699,-251.587,-108.398,-578.613
