aX,aY,aZ,gX,gY,gZ
-2.417,-0.215,0.554,137.146,20.203,449.768
-2.273,0.041,0.531,142.822,19.531,436.768
-2.125,0.198,0.555,146.790,17.212,420.654
-2.042,0.331,0.617,141.479,14.526,404.358
-1.887,0.476,0.607,135.193,15.015,388.794
-1.803,0.658,0.539,123.413,17.334,374.329
-1.629,0.816,0.276,103.394,22.400,359.131
-1.495,0.901,-0.017,85.693,25.024,341.125
-1.348,0.849,-0.234,77.393,21.423,320.496
-1.206,0.840,-0.364,67.688,12.695,299.866
-1.088,0.761,-0.452,59.204,2.686,279.846
-1.039,0.656,-0.509,62.012,-7.385,260.010
-0.997,0.598,-0.541,66.406,-19.287,243.591
-0.929,0.634,-0.584,67.993,-31.433,229.980
-0.843,0.760,-0.583,65.186,-44.434,218.262
-0.763,0.910,-0.549,57.251,-57.678,206.360
-0.642,1.032,-0.528,41.748,-68.726,193.604
-0.503,1.100,-0.496,26.001,-78.369,179.810
-0.374,1.142,-0.495,12.146,-86.121,165.161
-0.448,1.127,-0.461,-1.221,-92.346,150.208
-0.287,1.080,-0.567,-5.127,-96.558,134.399
-0.233,1.085,-0.605,-14.832,-103.210,122.314
-0.171,1.068,-0.653,-19.165,-109.741,110.718
-0.098,1.033,-0.718,-20.508,-116.760,99.121
-0.019,0.940,-0.797,-22.949,-124.695,88.013
0.028,0.816,-0.854,-25.024,-133.850,78.918
0.063,0.728,-0.862,-26.489,-145.081,73.608
0.086,0.658,-0.815,-30.212,-157.837,71.960
0.089,0.600,-0.756,-42.603,-170.715,74.524
0.089,0.512,-0.733,-65.247,-182.861,81.055
0.050,0.398,-0.729,-95.459,-196.106,91.492
-0.032,0.335,-0.801,-129.639,-209.717,106.384
-0.145,0.378,-0.880,-155.212,-224.670,123.962
-0.340,0.555,-0.908,-171.936,-242.859,141.785
-0.543,0.878,-0.870,-183.105,-263.367,158.325
-0.756,1.224,-0.744,-185.425,-286.133,169.861
-0.883,1.566,-0.531,-181.458,-310.730,176.392
-1.055,1.953,-0.166,-182.983,-335.999,180.115
-1.200,2.297,0.200,-189.331,-358.215,181.030
-1.349,2.704,0.594,-206.299,-376.038,181.152
-1.470,3.283,0.977,-221.924,-387.634,177.124
-1.410,3.963,1.368,-222.412,-394.409,162.903
-1.397,4.000,1.894,-215.088,-396.423,136.047
-1.244,4.000,2.413,-201.721,-390.381,93.994
-1.075,4.000,2.889,-185.181,-375.610,36.377
-1.121,4.000,3.251,-169.189,-352.722,-32.166
-1.159,4.000,3.450,-153.320,-323.792,-111.206
-1.398,4.000,3.634,-144.287,-295.105,-196.777
-1.790,4.000,3.824,-135.559,-266.235,-287.048
-2.340,4.000,3.756,-138.062,-234.741,-375.122
-2.989,4.000,3.398,-148.254,-204.712,-454.346
-3.644,3.521,3.049,-153.259,-183.350,-520.935
-4.000,2.549,2.806,-152.954,-171.082,-576.538
-4.000,1.511,2.679,-156.799,-165.894,-620.605
-4.000,0.473,2.646,-168.640,-165.466,-650.696
-4.000,-0.458,2.711,-184.875,-168.213,-665.222
-4.000,-1.334,2.884,-200.256,-172.424,-665.588
-4.000,-2.279,3.288,-210.205,-176.392,-654.846
-3.601,-3.278,3.526,-205.322,-170.532,-630.554
-2.743,-3.980,3.607,-184.509,-152.405,-590.088
-2.005,-4.000,3.273,-134.338,-124.695,-533.569
-1.369,-4.000,2.714,-93.933,-94.971,-467.346
-0.937,-4.000,2.086,-73.730,-73.853,-399.048
-0.630,-3.462,1.605,-74.829,-64.087,-336.243
-0.292,-3.141,1.463,-82.581,-65.918,-287.598
-0.090,-3.306,1.680,-82.092,-71.594,-251.953
0.139,-3.472,1.859,-70.374,-69.702,-216.187
0.309,-3.339,1.823,-59.387,-59.448,-174.500
0.400,-3.012,1.629,-48.645,-47.424,-133.423
0.420,-2.685,1.443,-38.940,-38.513,-98.694
0.405,-2.409,1.295,-28.442,-32.776,-69.824
0.387,-2.125,1.196,-17.395,-29.541,-45.410
0.371,-1.828,1.185,-10.193,-28.809,-24.536
0.353,-1.536,1.211,-5.188,-27.832,-7.874
0.352,-1.280,1.260,-2.319,-26.306,4.272
0.350,-1.011,1.304,-6.775,-23.621,14.526
0.376,-0.764,1.312,-10.010,-19.165,21.362
0.387,-0.558,1.287,-10.803,-13.977,24.963
0.365,-0.413,1.234,-8.484,-8.362,24.902
0.359,-0.321,1.167,-6.165,-3.662,22.034
0.349,-0.306,1.071,-1.587,0.305,17.517

-0.526,1.739,-0.355,187.439,-193.054,-188.721
-0.726,1.608,-0.120,165.710,-204.529,-230.835
-0.879,1.327,0.161,144.409,-211.121,-270.935
-0.965,0.918,0.488,129.700,-212.280,-308.105
-1.056,0.434,0.825,123.047,-207.214,-339.478
-1.084,-0.064,1.083,115.356,-195.251,-362.854
-0.996,-0.613,1.304,107.361,-178.894,-378.784
-0.901,-1.258,1.540,99.854,-159.607,-387.451
-0.746,-1.905,1.738,83.923,-136.292,-385.376
-0.638,-2.464,1.824,59.692,-109.497,-371.033
-0.438,-2.805,1.724,33.997,-79.468,-346.497
-0.418,-3.130,1.555,15.869,-50.842,-316.895
-0.393,-3.449,1.217,15.686,-23.560,-288.208
-0.486,-3.637,0.794,7.202,-1.892,-254.272
-0.530,-3.695,0.410,2.930,11.414,-218.689
-0.593,-3.681,0.143,0.305,16.235,-183.228
-0.635,-3.653,0.015,-4.517,15.442,-149.292
-0.670,-3.734,0.003,-3.967,11.841,-119.751
-0.698,-3.884,0.016,1.282,8.057,-91.736
-0.734,-4.000,0.059,13.000,5.371,-63.477
-0.819,-4.000,0.121,30.273,2.991,-34.851
-0.844,-4.000,0.076,43.518,2.197,-2.686
-0.965,-4.000,0.023,51.636,1.038,34.485
-1.078,-4.000,0.058,54.749,-2.869,74.585
-1.129,-4.000,0.161,64.087,-7.263,112.793
-1.249,-4.000,0.329,61.707,-11.108,154.785
-1.344,-4.000,0.472,57.739,-12.024,198.975
-1.477,-4.000,0.602,54.382,-10.254,242.432
-1.652,-4.000,0.665,54.321,-5.798,282.959
-1.823,-3.793,0.678,53.711,-0.610,320.923
-1.983,-3.485,0.700,53.040,4.395,355.530
-2.157,-3.162,0.783,55.847,9.460,386.597
-2.335,-2.783,0.861,61.218,15.930,414.612
-2.541,-2.332,0.899,67.444,23.926,438.599
-2.682,-1.770,0.856,75.623,32.776,457.520
-2.839,-1.154,0.754,90.820,41.077,469.177
-2.807,-0.498,0.566,108.276,46.936,472.168
-2.723,0.060,0.395,126.831,48.035,466.309
-2.536,0.469,0.280,139.343,44.434,452.148
-2.259,0.794,0.232,138.489,37.903,433.350
-1.974,1.067,0.235,129.578,31.006,410.767
-1.774,1.194,0.254,123.535,25.085,383.728
-1.553,1.322,0.258,108.276,21.301,356.445
-1.337,1.415,0.190,91.187,20.508,328.125
-1.172,1.498,0.082,80.872,21.118,298.096
-1.030,1.596,-0.091,74.219,21.179,268.372
-0.894,1.739,-0.271,66.895,19.043,239.197
-0.742,1.859,-0.529,53.955,15.137,209.839
-0.639,1.943,-0.776,41.443,7.812,178.589
-0.580,1.992,-0.979,26.855,-3.601,146.790
-0.487,1.967,-1.160,11.108,-18.250,114.075
-0.436,1.827,-1.231,-5.737,-37.170,80.994
-0.426,1.545,-1.175,-20.142,-58.044,49.316
-0.372,1.187,-1.091,-32.471,-76.782,22.034
-0.313,0.797,-0.950,-43.152,-93.140,1.343
-0.241,0.411,-0.753,-54.749,-107.178,-11.719
-0.132,0.042,-0.531,-69.275,-117.676,-18.127
0.009,-0.324,-0.305,-85.754,-124.512,-17.761
0.150,-0.698,-0.074,-104.858,-126.770,-10.925
0.268,-1.041,0.108,-121.582,-124.084,2.258
0.403,-1.341,0.218,-129.211,-116.699,20.935
0.472,-1.557,0.279,-137.207,-106.323,44.739
0.474,-1.665,0.194,-142.273,-92.773,71.838
0.471,-1.624,-0.086,-135.681,-78.247,98.938
0.438,-1.437,-0.424,-120.422,-68.237,123.962
0.358,-1.224,-0.721,-100.342,-65.308,144.836
0.277,-1.048,-0.941,-79.468,-69.519,161.194
0.168,-0.905,-1.072,-64.880,-79.651,175.293
0.049,-0.769,-1.145,-60.608,-93.994,189.392
-0.063,-0.636,-1.160,-66.772,-111.938,203.979
-0.162,-0.456,-1.120,-80.383,-131.653,219.299
-0.275,-0.179,-1.041,-95.398,-152.222,235.229
-0.375,0.238,-0.897,-106.384,-173.462,249.329
-0.448,0.727,-0.632,-110.291,-194.885,259.827
-0.470,1.217,-0.198,-111.938,-215.210,265.442
-0.512,1.619,0.348,-114.441,-230.530,265.259
-0.516,1.924,0.867,-117.615,-238.220,261.108
-0.526,2.280,1.246,-130.127,-237.976,256.409
-0.542,2.709,1.456,-149.292,-231.934,250.061
-0.513,3.276,1.492,-163.208,-222.290,238.403
-0.461,3.873,1.465,-164.307,-213.806,216.858
-0.307,4.000,1.463,-146.606,-207.825,181.519
-0.235,4.000,1.630,-125.427,-205.139,135.010
-0.139,4.000,1.923,-103.577,-203.125,78.674
-0.128,4.000,2.246,-94.543,-197.754,17.212
-0.217,4.000,2.485,-102.844,-187.622,-44.861
-0.335,4.000,2.612,-122.131,-175.171,-106.995
-0.512,4.000,2.648,-146.729,-162.842,-165.588
-0.775,3.803,2.619,-166.443,-152.283,-219.604
-1.060,3.356,2.521,-183.655,-143.982,-263.733
-1.346,3.042,2.410,-195.435,-139.343,-302.124
-1.661,2.781,2.356,-197.449,-137.451,-339.111
-1.957,2.503,2.409,-191.284,-137.573,-375.916
-2.279,2.170,2.525,-186.523,-138.489,-412.781
-2.605,1.822,2.665,-186.829,-138.306,-448.303
-2.941,1.423,2.786,-185.974,-136.414,-482.178
-3.202,0.988,2.898,-180.359,-132.141,-513.550
-3.390,0.453,2.954,-168.640,-124.573,-542.847
-3.499,-0.182,2.991,-161.621,-116.150,-566.711
-3.453,-0.945,3.051,-167.358,-108.154,-582.886
-3.298,-1.809,3.223,-181.030,-101.440,-588.379
-2.969,-2.690,3.438,-192.688,-92.773,-581.116
-2.651,-3.420,3.634,-197.266,-77.881,-558.472
-2.136,-4.000,3.508,-184.998,-55.115,-522.217
-1.545,-4.000,3.300,-178.467,-30.212,-470.581
-1.087,-4.000,2.786,-144.653,-3.235,-414.368
-0.708,-4.000,2.145,-112.000,19.592,-355.835
-0.424,-4.000,1.562,-91.492,33.142,-297.974
-0.219,-3.954,1.141,-77.148,36.499,-244.690
-0.073,-3.681,0.874,-67.139,32.837,-196.289
0.028,-3.326,0.709,-58.105,25.940,-152.405
0.093,-2.880,0.612,-51.941,17.639,-113.770
0.170,-2.455,0.561,-49.561,8.972,-81.726
0.200,-2.095,0.607,-45.349,0.427,-56.946
0.226,-1.776,0.704,-35.950,-6.409,-38.574
0.246,-1.480,0.801,-22.095,-10.864,-25.146
0.258,-1.209,0.886,-6.653,-13.000,-16.174
0.270,-1.000,0.932,10.681,-13.184,-11.658
0.314,-0.848,0.967,28.259,-12.085,-10.620

-0.994,1.469,-0.408,78.674,-187.622,-251.343
-1.179,1.182,-0.265,56.946,-201.416,-291.321
-1.317,0.696,0.073,47.241,-214.172,-330.566
-1.410,0.026,0.554,46.631,-221.558,-364.746
-1.360,-0.855,1.096,51.880,-218.750,-390.198
-1.241,-1.813,1.591,53.406,-204.346,-401.794
-0.977,-2.641,1.841,50.293,-178.162,-395.935
-0.789,-3.140,1.878,36.316,-146.118,-373.596
-0.606,-3.535,1.751,27.039,-115.417,-343.567
-0.446,-3.885,1.578,24.353,-88.074,-309.204
-0.403,-4.000,1.414,22.461,-63.660,-270.081
-0.368,-4.000,1.217,15.991,-42.725,-229.126
-0.449,-4.000,1.022,4.333,-25.818,-187.439
-0.515,-4.000,0.768,-5.615,-11.841,-147.888
-0.610,-4.000,0.456,-5.066,-1.343,-112.915
-0.692,-4.000,0.146,8.850,4.395,-82.520
-0.726,-4.000,-0.052,25.330,4.089,-52.124
-0.756,-4.000,-0.094,36.255,-0.610,-18.188
-0.767,-4.000,-0.034,43.396,-7.446,21.118
-0.966,-4.000,0.184,44.006,-13.977,66.223
-1.047,-4.000,0.326,54.016,-17.334,108.032
-1.207,-4.000,0.403,63.232,-16.846,150.574
-1.389,-4.000,0.427,74.585,-15.503,193.726
-1.697,-4.000,0.447,79.773,-15.381,237.671
-1.919,-4.000,0.362,77.393,-15.625,284.668
-2.174,-4.000,0.343,72.937,-17.700,334.778
-2.408,-3.635,0.433,70.984,-20.874,377.625
-2.569,-3.093,0.601,69.336,-22.888,411.865
-2.686,-2.605,0.834,75.195,-22.217,438.660
-2.796,-2.150,1.078,87.280,-17.700,459.045
-2.903,-1.695,1.249,99.426,-9.399,474.731
-3.005,-1.207,1.337,105.774,1.465,486.511
-3.072,-0.662,1.316,107.361,14.709,493.530
-3.079,-0.128,1.232,110.718,28.015,493.958
-3.033,0.424,1.089,113.098,39.001,488.281
-2.859,1.036,0.903,107.239,47.058,477.295
-2.608,1.658,0.690,97.473,52.429,458.862
-2.315,2.160,0.468,77.759,54.504,432.556
-2.096,2.627,0.278,42.053,54.749,399.719
-1.756,3.075,-0.194,-5.371,57.739,360.291
-1.497,3.336,-0.749,-38.513,57.007,309.448
-1.262,3.453,-1.220,-65.247,46.021,253.113
-1.057,3.375,-1.576,-83.923,25.818,192.749
-0.868,2.959,-1.742,-89.600,-0.916,129.944
-0.742,2.127,-1.585,-83.008,-33.325,69.519
-0.617,1.086,-1.247,-79.834,-64.636,21.973
-0.479,0.019,-0.868,-82.031,-88.501,-4.700
-0.305,-0.954,-0.503,-89.905,-103.394,-9.888
-0.109,-1.770,-0.117,-99.609,-110.596,3.784
0.016,-2.344,0.273,-106.567,-109.192,34.546
0.083,-2.545,0.495,-106.323,-97.351,77.271
0.086,-2.345,0.406,-97.961,-77.271,123.657
0.009,-1.870,0.026,-85.938,-56.274,165.527
-0.122,-1.404,-0.445,-74.646,-41.931,197.205
-0.264,-1.065,-0.892,-59.814,-36.621,218.506
-0.382,-0.780,-1.288,-41.138,-40.344,233.276
-0.465,-0.514,-1.552,-23.437,-52.551,244.568
-0.535,-0.298,-1.653,-10.071,-72.083,251.709
-0.578,-0.115,-1.599,-1.343,-95.947,257.874
-0.697,0.094,-1.396,2.991,-121.155,263.550
-0.747,0.404,-1.173,1.587,-144.104,269.287
-0.739,0.819,-0.955,-0.854,-164.185,273.804
-0.728,1.210,-0.701,-3.662,-182.129,273.804
-0.739,1.537,-0.401,-16.602,-198.303,270.081
-0.685,1.771,-0.147,-33.325,-210.754,263.672
-0.610,1.930,0.094,-53.223,-220.642,255.859
-0.648,2.139,0.336,-83.618,-228.394,249.146
-0.624,2.459,0.461,-116.516,-232.727,241.394
-0.571,2.822,0.500,-141.174,-234.619,229.797
-0.565,3.141,0.512,-150.085,-237.061,211.914
-0.526,3.401,0.536,-152.588,-241.699,189.026
-0.532,3.565,0.667,-152.344,-249.695,161.682
-0.539,3.745,0.892,-149.780,-258.667,132.080
-0.568,3.878,1.161,-135.132,-266.235,97.839
-0.631,4.000,1.505,-123.779,-272.034,60.547
-0.639,4.000,1.835,-121.704,-274.841,19.470
-0.710,4.000,2.133,-131.592,-273.315,-26.367
-0.815,4.000,2.354,-136.536,-268.433,-83.191
-0.964,4.000,2.615,-129.272,-261.108,-150.513
-1.294,4.000,2.901,-126.648,-251.770,-223.877
-1.734,4.000,3.124,-123.352,-239.380,-301.514
-2.291,4.000,3.204,-125.610,-224.854,-376.526
-2.933,3.997,3.210,-126.831,-210.876,-445.068
-3.556,3.422,3.243,-128.601,-200.012,-507.446
-4.000,2.611,3.362,-133.057,-191.772,-564.819
-4.000,1.658,3.441,-138.367,-182.983,-614.868
-4.000,0.553,3.522,-149.902,-175.476,-653.137
-4.000,-0.643,3.865,-180.115,-172.424,-674.744
-4.000,-1.776,4.000,-217.163,-167.053,-675.171
-4.000,-2.760,4.000,-235.657,-154.175,-656.250
-3.330,-3.661,4.000,-232.849,-134.033,-622.864
-2.616,-4.000,4.000,-216.492,-107.422,-575.134
-1.887,-4.000,3.968,-177.551,-72.815,-516.602
-1.330,-4.000,3.139,-134.766,-36.804,-449.646
-0.935,-4.000,2.202,-97.656,-10.864,-382.874
-0.617,-3.871,1.511,-71.838,-0.366,-324.524
-0.363,-3.739,1.219,-63.782,-3.052,-274.353
-0.164,-3.715,1.153,-66.284,-10.559,-227.905
-0.006,-3.474,1.111,-67.139,-16.479,-180.298
0.078,-2.992,1.047,-61.401,-19.470,-135.437
0.115,-2.457,1.014,-49.622,-21.545,-99.304
0.154,-1.998,1.012,-34.729,-23.437,-73.425
0.147,-1.604,1.011,-17.639,-23.926,-55.725
0.157,-1.271,0.985,0.427,-23.621,-44.250
0.163,-1.010,0.976,14.099,-23.926,-37.537
0.190,-0.872,1.025,18.921,-25.574,-33.875
0.222,-0.851,1.132,12.146,-27.405,-30.701
0.260,-0.873,1.268,-0.427,-27.710,-26.550
0.297,-0.872,1.397,-11.047,-25.635,-20.691
0.314,-0.818,1.463,-18.005,-20.691,-14.282
0.358,-0.739,1.441,-25.452,-14.038,-8.179
0.370,-0.697,1.367,-28.625,-6.958,-3.357
0.371,-0.630,1.262,-27.100,-1.221,0.793
0.369,-0.582,1.152,-22.217,2.991,4.456
0.356,-0.571,1.080,-16.418,5.310,7.263
0.328,-0.599,1.033,-11.292,6.104,9.766
0.328,-0.610,0.956,-5.127,7.141,13.000
0.317,-0.578,0.865,5.310,7.507,17.273
0.330,-0.473,0.831,14.343,5.371,22.705

-0.678,1.179,-0.990,313.538,-160.400,-155.518
-0.842,1.321,-0.841,263.611,-185.364,-185.730
-1.005,1.419,-0.556,214.050,-207.031,-219.116
-1.201,1.331,-0.197,172.180,-222.412,-255.371
-1.330,1.075,0.104,136.780,-229.980,-293.701
-1.462,0.608,0.378,113.342,-231.995,-332.520
-1.541,-0.041,0.687,99.670,-230.042,-367.126
-1.520,-0.822,1.101,97.046,-223.694,-394.043
-1.348,-1.666,1.519,102.661,-208.679,-409.058
-1.197,-2.374,1.860,99.426,-183.289,-407.471
-1.068,-3.078,1.911,89.844,-150.818,-392.700
-0.982,-3.485,1.744,73.975,-116.516,-366.211
-0.893,-3.865,1.463,57.190,-87.402,-332.458
-0.820,-4.000,1.203,44.434,-65.247,-295.227
-0.771,-4.000,0.982,28.564,-49.194,-253.723
-0.689,-4.000,0.772,16.907,-37.720,-209.595
-0.666,-4.000,0.693,13.428,-30.640,-164.795
-0.615,-4.000,0.720,12.146,-25.696,-116.699
-0.625,-4.000,0.768,11.169,-19.714,-65.918
-0.687,-4.000,0.745,15.320,-11.169,-14.893
-0.842,-4.000,0.627,23.254,-2.441,35.461
-1.063,-4.000,0.472,34.119,4.150,85.999
-1.262,-4.000,0.348,42.175,6.470,135.620
-1.476,-4.000,0.276,44.434,5.859,182.495
-1.671,-4.000,0.247,41.870,3.357,224.976
-1.818,-4.000,0.235,38.025,-0.061,262.024
-1.957,-3.728,0.284,37.109,-3.967,296.570
-2.122,-3.427,0.397,39.673,-6.958,328.247
-2.313,-3.128,0.505,41.321,-8.362,356.873
-2.465,-2.686,0.559,46.753,-7.080,382.263
-2.575,-2.059,0.595,56.458,-5.249,404.114
-2.667,-1.402,0.599,67.993,-3.967,418.396
-2.625,-0.757,0.594,75.195,-3.296,424.011
-2.510,-0.215,0.643,81.482,-3.845,420.532
-2.326,0.170,0.747,85.266,-3.784,409.485
-2.166,0.384,0.856,84.351,-1.465,392.761
-2.077,0.550,0.856,78.003,3.418,374.268
-1.904,0.857,0.720,69.031,10.498,356.384
-1.706,1.271,0.522,64.331,16.296,336.792
-1.484,1.700,0.336,58.838,18.921,312.256
-1.311,1.927,0.136,40.588,19.043,283.081
-1.173,2.202,-0.147,7.263,18.494,252.747
-0.900,2.365,-0.488,-26.550,15.320,218.445
-0.781,2.365,-0.711,-50.659,6.287,178.101
-0.647,2.156,-0.844,-65.491,-5.188,135.071
-0.498,1.671,-0.861,-71.045,-18.860,94.055
-0.366,0.993,-0.736,-78.613,-33.386,60.181
-0.269,0.308,-0.555,-91.187,-45.410,39.734
-0.133,-0.312,-0.410,-100.098,-52.124,32.410
0.007,-0.889,-0.288,-103.699,-54.565,35.400
0.095,-1.455,-0.211,-103.271,-53.772,47.058
0.122,-1.921,-0.231,-99.792,-49.683,68.420
0.097,-2.206,-0.370,-95.337,-44.739,98.328
0.035,-2.168,-0.597,-95.093,-41.626,134.949
-0.051,-1.875,-0.851,-97.168,-42.297,173.035
-0.174,-1.498,-1.052,-107.117,-48.157,207.458
-0.278,-1.101,-1.204,-121.521,-57.678,235.840
-0.348,-0.733,-1.257,-132.202,-69.641,257.263
-0.366,-0.455,-1.215,-138.184,-83.252,272.461
-0.410,-0.267,-1.134,-142.395,-95.886,282.654
-0.429,-0.102,-1.069,-140.625,-106.750,289.612
-0.464,0.096,-0.996,-129.883,-117.249,294.189
-0.492,0.336,-0.918,-112.122,-128.418,295.898
-0.540,0.565,-0.767,-93.262,-141.357,295.532
-0.647,0.770,-0.583,-79.468,-156.616,292.786
-0.655,1.012,-0.397,-69.214,-172.852,289.429
-0.629,1.223,-0.114,-60.120,-191.040,285.950
-0.602,1.456,0.240,-67.322,-210.388,283.997
-0.611,1.742,0.621,-98.022,-227.295,284.668
-0.628,2.172,0.921,-141.724,-238.098,286.133
-0.656,2.733,1.105,-190.491,-242.676,285.156
-0.622,3.325,1.133,-225.525,-242.432,276.001
-0.532,3.878,1.114,-238.770,-240.601,254.761
-0.583,4.000,1.205,-223.267,-241.150,218.750
-0.479,4.000,1.464,-189.575,-244.019,167.236
-0.512,4.000,1.891,-156.860,-246.094,106.140
-0.518,4.000,2.297,-143.494,-242.981,41.382
-0.587,4.000,2.597,-147.095,-233.765,-22.705
-0.720,4.000,2.659,-161.072,-220.032,-86.487
-1.024,4.000,2.510,-174.500,-205.811,-150.269
-1.385,4.000,2.296,-179.016,-195.984,-215.027
-1.804,4.000,2.203,-172.607,-192.261,-278.076
-2.204,3.798,2.191,-163.391,-192.017,-338.013
-2.634,3.258,2.230,-153.625,-191.895,-392.395
-3.033,2.747,2.329,-141.907,-192.261,-442.017
-3.373,2.174,2.508,-129.395,-191.895,-487.183
-3.647,1.527,2.739,-120.850,-189.514,-527.161
-3.815,0.778,2.970,-115.173,-182.739,-560.669
-3.942,0.020,3.183,-116.089,-171.204,-583.679
-3.876,-0.658,3.279,-122.314,-155.945,-593.689
-3.644,-1.245,3.350,-129.761,-139.709,-592.590
-3.350,-1.826,3.463,-136.536,-124.268,-581.970
-2.963,-2.293,3.503,-139.404,-105.896,-562.683
-2.543,-2.685,3.402,-135.559,-82.947,-534.180
-1.972,-3.059,3.231,-131.592,-59.387,-501.526
-1.470,-3.601,3.097,-131.104,-38.696,-463.867
-1.023,-4.000,2.911,-124.756,-17.456,-417.603
-0.619,-4.000,2.393,-107.971,5.066,-361.694
-0.283,-4.000,1.822,-90.332,23.376,-298.584
-0.146,-3.920,1.202,-55.237,35.034,-238.281
-0.026,-3.348,0.704,-35.217,36.194,-182.251
0.035,-2.768,0.394,-29.480,27.527,-135.864
0.091,-2.310,0.284,-28.931,12.573,-100.708
0.178,-1.970,0.379,-33.936,-4.456,-73.425
0.257,-1.745,0.588,-38.391,-19.043,-52.246
0.298,-1.572,0.795,-38.391,-27.832,-34.302
0.314,-1.364,0.903,-36.011,-30.396,-18.555
0.313,-1.108,0.906,-26.550,-29.297,-5.737
0.312,-0.853,0.881,-9.949,-27.832,2.319
0.281,-0.627,0.885,7.751,-27.710,6.653
0.273,-0.463,0.904,20.447,-28.503,8.057
0.272,-0.341,0.945,25.757,-30.029,8.301
0.300,-0.266,1.013,28.015,-31.555,7.202
0.340,-0.250,1.095,27.588,-31.921,5.798
0.337,-0.228,1.205,24.841,-30.884,4.639
0.402,-0.208,1.289,21.362,-27.893,3.845
0.427,-0.210,1.327,15.991,-22.705,3.296
0.429,-0.255,1.295,15.869,-15.625,2.869
0.432,-0.286,1.210,19.226,-8.972,3.113

-0.912,1.132,-0.825,108.948,-193.176,-198.669
-1.095,1.148,-0.703,86.853,-217.651,-229.370
-1.311,1.042,-0.436,70.129,-241.638,-262.695
-1.476,0.750,-0.037,59.387,-262.024,-297.485
-1.615,0.284,0.460,57.922,-275.818,-330.750
-1.614,-0.319,1.038,59.937,-280.090,-357.971
-1.478,-1.098,1.680,67.200,-272.278,-377.380
-1.243,-1.873,2.225,73.792,-250.183,-383.057
-0.951,-2.460,2.477,79.468,-214.417,-375.061
-0.810,-2.695,2.435,81.909,-171.692,-356.384
-0.682,-2.969,2.196,85.449,-131.897,-334.412
-0.662,-3.265,1.956,81.055,-98.145,-310.669
-0.643,-3.622,1.706,62.622,-70.740,-281.860
-0.609,-3.960,1.529,44.678,-49.927,-248.108
-0.608,-4.000,1.457,31.738,-34.424,-209.045
-0.573,-4.000,1.367,21.301,-19.958,-166.504
-0.574,-4.000,1.357,15.625,-6.836,-125.671
-0.591,-4.000,1.386,16.296,5.310,-90.820
-0.616,-4.000,1.346,20.447,20.020,-57.251
-0.570,-4.000,1.186,26.611,35.706,-20.935
-0.860,-4.000,1.022,31.006,50.232,21.423
-0.951,-4.000,0.717,43.945,60.913,66.162
-1.163,-4.000,0.478,63.354,65.247,113.525
-1.428,-4.000,0.332,82.642,62.683,164.185
-1.786,-4.000,0.212,91.675,54.077,217.834
-1.983,-4.000,0.194,87.341,41.077,272.644
-2.193,-3.712,0.360,84.290,25.879,321.106
-2.285,-3.108,0.618,88.867,13.245,354.431
-2.363,-2.741,0.987,96.924,4.944,376.160
-2.410,-2.497,1.346,110.413,3.967,392.334
-2.481,-2.220,1.609,122.681,9.888,407.532
-2.577,-1.882,1.698,129.578,21.362,421.265
-2.643,-1.459,1.627,123.230,36.011,433.960
-2.757,-0.972,1.420,109.985,50.659,442.505
-2.693,-0.411,1.114,98.145,63.965,445.435
-2.575,0.150,0.875,95.886,72.571,439.575
-2.389,0.606,0.654,101.929,76.965,424.438
-2.146,0.905,0.505,104.675,77.087,402.649
-1.885,1.074,0.407,102.234,73.853,376.831
-1.647,1.094,0.350,97.107,69.763,348.999
-1.479,1.028,0.289,89.233,66.589,321.472
-1.404,0.955,0.172,75.500,64.636,296.326
-1.252,0.969,-0.050,62.439,63.538,274.414
-1.093,1.032,-0.312,56.458,60.547,254.272
-0.948,1.104,-0.518,54.810,52.368,234.985
-0.807,1.137,-0.656,44.922,39.978,215.393
-0.687,1.085,-0.741,29.846,26.001,195.801
-0.575,0.937,-0.791,10.925,11.780,176.941
-0.454,0.639,-0.784,-3.723,-1.648,159.729
-0.378,0.262,-0.717,-15.381,-13.977,147.400
-0.365,-0.066,-0.657,-27.161,-23.926,142.273
-0.337,-0.246,-0.668,-33.875,-30.762,144.226
-0.307,-0.260,-0.705,-32.532,-36.499,150.757
-0.278,-0.182,-0.714,-32.043,-42.786,158.691
-0.247,-0.134,-0.722,-35.278,-49.927,165.039
-0.215,-0.156,-0.726,-43.274,-56.946,170.227
-0.177,-0.202,-0.724,-54.382,-63.293,176.025
-0.177,-0.238,-0.750,-65.063,-68.420,182.800
-0.171,-0.198,-0.870,-70.435,-71.838,189.941
-0.150,-0.112,-1.046,-69.885,-75.928,195.862
-0.164,-0.034,-1.184,-63.599,-83.496,199.768
-0.203,0.024,-1.258,-52.734,-95.154,201.782
-0.245,0.107,-1.305,-39.856,-109.131,202.820
-0.258,0.223,-1.287,-30.396,-126.099,203.979
-0.289,0.315,-1.196,-24.963,-144.897,204.651
-0.401,0.395,-1.101,-23.560,-163.879,205.444
-0.393,0.589,-1.053,-30.884,-183.411,207.947
-0.458,0.814,-0.900,-43.213,-206.421,210.266
-0.525,1.036,-0.715,-66.223,-230.530,212.097
-0.565,1.249,-0.542,-101.135,-253.174,214.233
-0.679,1.512,-0.391,-135.742,-273.376,216.980
